sudyna|ORG|10.0|ang
jw|GPE|10.0|ang
panna kozaczka|PERSON|10.0|ang
heroes|WORK_OF_ART|10.0|ang
capitol|FAC|10.0|ang
gauls|PERSON|10.0|ang
the 25th|DATE|10.0|ang
early in the morning|TIME|10.0|ang
foreign news|ORG|10.0|ang
may 26, 2006|DATE|10.0|ang
sokołów|GPE|10.0|ang
turkey|GPE|10.0|ang
kania|PERSON|10.0|ang
jp pichon|PERSON|10.0|ang
26 m|QUANTITY|10.0|ang
golub|PERSON|10.0|ang
25/25/2020|CARDINAL|10.0|ang
białków|PERSON|10.0|ang
three|CARDINAL|10.0|ang
the 24th of may|DATE|10.0|ang
ld|PRODUCT|10.0|ang
kuryer szafarski|ORG|11.0|ang
tuesday, august 31, 1824|DATE|11.0|ang
1802|DATE|11.0|ang
józefa dziewanowska|PERSON|11.0|ang
national news|ORG|11.0|ang
the 28th of the year|DATE|11.0|ang
jpan pichon|PERSON|11.0|ang
pichonek|PERSON|11.0|ang
first|ORDINAL|11.0|ang
stolnik wiktor sikorowski|PERSON|11.0|ang
fichtur|PERSON|11.0|ang
michuchna|PERSON|11.0|ang
kozaczka|PERSON|11.0|ang
29/29|CARDINAL|11.0|ang
jews|NORP|11.0|ang
maciore|NORP|11.0|ang
three|CARDINAL|11.0|ang
two|CARDINAL|11.0|ang
jewish|NORP|11.0|ang
dutch|NORP|11.0|ang
30 m|QUANTITY|11.0|ang
1|CARDINAL|11.0|ang
third|ORDINAL|11.0|ang
the 30th of may|DATE|11.0|ang
j|PERSON|11.0|ang
zakierska|PERSON|11.0|ang
szafarska|GPE|11.0|ang
szreder|PERSON|11.0|ang
gärtner|PERSON|11.0|ang
2|CARDINAL|11.0|ang
panna józefka|PERSON|11.0|ang
yesterday|DATE|11.0|ang
may 31|DATE|11.0|ang
four|CARDINAL|11.0|ang
the 29th of june 2010|DATE|11.0|ang
j pichon|PERSON|11.0|ang
nieszawa|ORG|11.0|ang
catalani|NORP|11.0|ang
three pennies|MONEY|11.0|ang
only one|CARDINAL|11.0|ang
patsajze|PERSON|11.0|ang
wolf|PERSON|11.0|ang
bis|PERSON|11.0|ang
the 29th of may|DATE|11.0|ang
dulnik|PERSON|11.0|ang
l d|PERSON|11.0|ang
german|NORP|11.0|ang
kuryer szafarski|ORG|12.0|ang
friday, september 3|DATE|12.0|ang
1824 - reminiscence|DATE|12.0|ang
1740|DATE|12.0|ang
wawrzyniec szafarniak|PERSON|12.0|ang
1st of this year|DATE|12.0|ang
jpan pichon|PERSON|12.0|ang
jew|NORP|12.0|ang
dziewanowski|PERSON|12.0|ang
jewish|NORP|12.0|ang
mosiek|PERSON|12.0|ang
pichon|PERSON|12.0|ang
at least ten|CARDINAL|12.0|ang
1|CARDINAL|12.0|ang
the 2nd month of the year|DATE|12.0|ang
dama|ORG|12.0|ang
2|CARDINAL|12.0|ang
the 3rd of may|DATE|12.0|ang
jpan łukasz|PERSON|12.0|ang
parobki|PERSON|12.0|ang
the 2nd of may, 2000|DATE|12.0|ang
brygida|ORG|12.0|ang
the 1st of may|DATE|12.0|ang
foreign news|ORG|12.0|ang
may 1|DATE|12.0|ang
kania|GPE|12.0|ang
bór bocheniecki|ORG|12.0|ang
may 5th|DATE|12.0|ang
jmr jan lewandowski|PERSON|12.0|ang
katarzyna ciżewska|PERSON|12.0|ang
the bocheniec land|ORG|12.0|ang
bocheniec|ORG|12.0|ang
the 2nd of the year|DATE|12.0|ang
białków|PERSON|12.0|ang
spitz|ORG|12.0|ang
the 31st|DATE|12.0|ang
rętwiny|ORG|12.0|ang
twelve|CARDINAL|12.0|ang
cherzt|ORG|12.0|ang
the rętwińska land|ORG|12.0|ang
half|CARDINAL|12.0|ang
one|CARDINAL|12.0|ang
l d|PERSON|12.0|ang
german|NORP|12.0|ang
equilibrum|PRODUCT|12.0|ang
latin|NORP|12.0|ang
first|ORDINAL|13.0|ang
secondly|ORDINAL|13.0|ang
poles|NORP|13.0|ang
miss konstancja|PERSON|13.0|ang
tonight|TIME|13.0|ang
tomorrow|DATE|13.0|ang
morning|TIME|13.0|ang
kressner|ORG|13.0|ang
bianchi|PERSON|13.0|ang
monday|DATE|13.0|ang
elert|ORG|13.0|ang
the german hotel|FAC|13.0|ang
la krogólski|PERSON|13.0|ang
12|CARDINAL|13.0|ang
3|CARDINAL|13.0|ang
6 zlotys|MONEY|13.0|ang
wasan dobrodz|PERSON|13.0|ang
the 26th of this month|DATE|13.0|ang
all night|TIME|13.0|ang
vale|PERSON|13.0|ang
1|CARDINAL|13.0|ang
sochaczew|PERSON|13.0|ang
ke fer|PERSON|13.0|ang
kom sa|ORG|13.0|ang
chopin|PERSON|13.0|ang
dekert|PERSON|13.0|ang
latin|NORP|13.0|ang
la letr|PERSON|14.0|ang
kewu ma|PERSON|14.0|ang
wotr|PERSON|14.0|ang
wu fe mal|PERSON|14.0|ang
ke wu|PERSON|14.0|ang
ase ge|PERSON|14.0|ang
letra|GPE|14.0|ang
sa ma|ORG|14.0|ang
sos|ORG|14.0|ang
demes nu|PERSON|14.0|ang
ne prandre pa de pry|ORG|14.0|ang
kar le|PERSON|14.0|ang
one|CARDINAL|14.0|ang
monday|DATE|14.0|ang
miss ludwika|PERSON|14.0|ang
wednesday|DATE|14.0|ang
szafami|GPE|14.0|ang
wu wule|PERSON|14.0|ang
me wuar|PERSON|14.0|ang
wene le|ORG|14.0|ang
kar otrman|PERSON|14.0|ang
first|ORDINAL|14.0|ang
tomorrow|DATE|14.0|ang
friday|DATE|14.0|ang
suwie pliu kobię|PERSON|14.0|ang
le|ORG|14.0|ang
awek larżan e la ma de ma|PERSON|14.0|ang
luis|PERSON|14.0|ang
mamsel|ORG|14.0|ang
dorote adolf szydłowski|PERSON|14.0|ang
ekute|PERSON|14.0|ang
4|CARDINAL|14.0|ang
3|CARDINAL|14.0|ang
leszczyńska|PERSON|14.0|ang
domowicz|PERSON|14.0|ang
warsaw|GPE|14.0|ang
dekert|PERSON|14.0|ang
barciński|PERSON|14.0|ang
okuń|ORG|14.0|ang
sokołów|GPE|14.0|ang
ff|ORG|14.0|ang
chopin|PERSON|14.0|ang
this summer|DATE|15.0|ang
a month|DATE|15.0|ang
last year|DATE|15.0|ang
yesterday|DATE|15.0|ang
today|DATE|15.0|ang
all the days|DATE|15.0|ang
szafarnia|GPE|15.0|ang
two|CARDINAL|15.0|ang
primo|PERSON|15.0|ang
miss ludwika|PERSON|15.0|ang
obrów|GPE|15.0|ang
bożewska|PERSON|15.0|ang
tekla bożewska|PERSON|15.0|ang
secondly|ORDINAL|15.0|ang
the same day|DATE|15.0|ang
half|CARDINAL|15.0|ang
the larger half|CARDINAL|15.0|ang
about three|CARDINAL|15.0|ang
domus|PRODUCT|15.0|ang
agnieszka guzowska|PERSON|15.0|ang
agnieszka turowska-bąkiewna|PERSON|15.0|ang
jaśkowa|GPE|15.0|ang
maćkowa|ORG|15.0|ang
bush|PERSON|15.0|ang
varsovian|PERSON|15.0|ang
second|ORDINAL|15.0|ang
a few hours|TIME|15.0|ang
agnieszka|PERSON|15.0|ang
dobrzynski|PERSON|15.0|ang
a beautiful night|TIME|15.0|ang
one|CARDINAL|15.0|ang
fryc|WORK_OF_ART|15.0|ang
3|CARDINAL|15.0|ang
4|CARDINAL|15.0|ang
first|ORDINAL|15.0|ang
tekla|PERSON|15.0|ang
dziewanowska|PERSON|15.0|ang
almost eleven o'clock|TIME|15.0|ang
frycowa|ORG|15.0|ang
only one|CARDINAL|15.0|ang
leon|PERSON|15.0|ang
wojtek|PERSON|15.0|ang
9|CARDINAL|15.0|ang
girl|PERSON|15.0|ang
three|CARDINAL|15.0|ang
fifth|ORDINAL|15.0|ang
tekla borzewska|PERSON|15.0|ang
szopę|PERSON|15.0|ang
marianna kuropatwianka|PERSON|15.0|ang
werona kuropatwianka|PERSON|15.0|ang
kaszubina|PERSON|15.0|ang
mme cachubina|PERSON|15.0|ang
mile pedrix|PERSON|15.0|ang
1|CARDINAL|15.0|ang
2|CARDINAL|15.0|ang
jaś|PERSON|15.0|ang
partridge puff|PERSON|15.0|ang
franecka|PERSON|15.0|ang
tomorrow|DATE|15.0|ang
turzno|ORG|15.0|ang
wednesday|DATE|15.0|ang
ludwika|PERSON|15.0|ang
week|DATE|15.0|ang
jewish|NORP|15.0|ang
hyrz|PERSON|15.0|ang
gołubie|ORG|15.0|ang
józefat|PERSON|15.0|ang
woycicki|PERSON|15.0|ang
nakazye|PERSON|15.0|ang
the chosen one see białobłocki|ORG|15.0|ang
krystyani|ORG|15.0|ang
almost every day|DATE|15.0|ang
moschel|ORG|15.0|ang
eight|CARDINAL|15.0|ang
f chopin|PERSON|15.0|ang
danish|NORP|15.0|ang
kobler|PERSON|15.0|ang
axbil dinger|PERSON|15.0|ang
kiobenhavn copenhagen|GPE|15.0|ang
żywn|PERSON|15.0|ang
ba|PERSON|15.0|ang
matusz|PERSON|15.0|ang
dibert|PERSON|15.0|ang
dekert|PERSON|15.0|ang
leszczyńska|PERSON|15.0|ang
\r\n|NORP|15.0|ang
pedrix un mal de nez|PERSON|15.0|ang
french|NORP|15.0|ang
partridge|PERSON|15.0|ang
un|ORG|15.0|ang
jasia|PERSON|16.0|ang
sévigné|PERSON|16.0|ang
szyller|GPE|16.0|ang
one|CARDINAL|16.0|ang
latin|LANGUAGE|16.0|ang
a tenth|CARDINAL|16.0|ang
jwp|ORG|16.0|ang
puławy|PERSON|16.0|ang
toruń|LANGUAGE|16.0|ang
four|CARDINAL|16.0|ang
sibyl|GPE|16.0|ang
copernicus|ORG|16.0|ang
dear jasiu|PERSON|16.0|ang
german|NORP|16.0|ang
czartoryska|PERSON|16.0|ang
dozens|CARDINAL|16.0|ang
adagiorum hiliades|PERSON|16.0|ang
horace|PERSON|16.0|ang
2|CARDINAL|16.0|ang
germans|NORP|16.0|ang
sandmaschine|PERSON|16.0|ang
gothic|ORG|16.0|ang
1231|DATE|16.0|ang
the year|DATE|16.0|ang
months|DATE|16.0|ang
weeks|DATE|16.0|ang
warsaw|GPE|16.0|ang
beloved jasiu|PERSON|16.0|ang
10 o'clock|TIME|16.0|ang
the 22nd|DATE|16.0|ang
twenty miles|QUANTITY|16.0|ang
f chopin|PERSON|16.0|ang
2 weeks|DATE|16.0|ang
1|CARDINAL|16.0|ang
alias ​​(latin|PERSON|16.0|ang
janek|PERSON|17.0|ang
early tomorrow|DATE|17.0|ang
sokołów|GPE|17.0|ang
this summer|DATE|17.0|ang
miss konstancja|PERSON|17.0|ang
ludwika|PERSON|17.0|ang
kiss your papa|WORK_OF_ART|17.0|ang
johnny|PERSON|17.0|ang
chopin|PERSON|17.0|ang
florentyna|PERSON|17.0|ang
miss ludwika|PERSON|17.0|ang
sokołów|GPE|18.0|ang
sunday|DATE|18.0|ang
many hundred|CARDINAL|18.0|ang
humls|ORG|18.0|ang
kalkbrenners|ORG|18.0|ang
pleiel|GPE|18.0|ang
hemerleyn|PERSON|18.0|ang
hoffmaystra|PERSON|18.0|ang
maciejewski|PERSON|18.0|ang
jasiński|PERSON|18.0|ang
matuszewski|PERSON|18.0|ang
koncewicz|GPE|18.0|ang
dziekoński|PERSON|18.0|ang
1|CARDINAL|18.0|ang
fortnight|DATE|18.0|ang
2|CARDINAL|18.0|ang
secondly|ORDINAL|18.0|ang
tekla czachowska's|PERSON|18.0|ang
juliusz czachowski|PERSON|18.0|ang
ciocia zuzia|PERSON|18.0|ang
ciocia ludwisia|PERSON|18.0|ang
ciocia izabelka|PERSON|18.0|ang
ciocia emilka|PERSON|18.0|ang
uncle frycio|PERSON|18.0|ang
warsaw|GPE|18.0|ang
the town hall|FAC|18.0|ang
university|ORG|18.0|ang
badra|PERSON|18.0|ang
kekszos dexelan|PERSON|18.0|ang
dobrzyń|PERSON|18.0|ang
jpan gordon|PERSON|18.0|ang
prague|GPE|18.0|ang
thursday|DATE|18.0|ang
4 o'clock|TIME|18.0|ang
dobr|PERSON|18.0|ang
ff|ORG|18.0|ang
chopin|PERSON|18.0|ang
wiłucka|PERSON|18.0|ang
miss konstancja|PERSON|18.0|ang
miss florentyna|PERSON|18.0|ang
płonny|ORG|18.0|ang
gulbins|PERSON|18.0|ang
ugoszcz|ORG|18.0|ang
dekert|PERSON|18.0|ang
bardziński|PERSON|18.0|ang
zywny|PERSON|18.0|ang
opitz|ORG|18.0|ang
latin|NORP|18.0|ang
french|NORP|18.0|ang
jalek|PERSON|19.0|ang
jasiek|PERSON|19.0|ang
first|ORDINAL|19.0|ang
one day|DATE|19.0|ang
dear jasiu|WORK_OF_ART|19.0|ang
żywny|PERSON|19.0|ang
górski|PERSON|19.0|ang
hun|PERSON|19.0|ang
białobłocki|PERSON|19.0|ang
sokołów|GPE|19.0|ang
fridrich|PERSON|19.0|ang
hhhhhhhhhhh|PRODUCT|19.0|ang
zywny|PERSON|19.0|ang
old prussia|GPE|19.0|ang
bischoffswerther|PERSON|19.0|ang
biszofswerter|PERSON|19.0|ang
barber|PERSON|19.0|ang
saturday|DATE|19.0|ang
kudlicz|PERSON|19.0|ang
zdanowicz|PRODUCT|19.0|ang
szczurowski|PERSON|19.0|ang
polkowski|PERSON|19.0|ang
ashperger|ORG|19.0|ang
two|CARDINAL|19.0|ang
one|CARDINAL|19.0|ang
rembieliński|PERSON|19.0|ang
paris|GPE|19.0|ang
warsaw|GPE|19.0|ang
6 years|DATE|19.0|ang
dekert|PERSON|19.0|ang
adieu|PERSON|19.0|ang
maciek|PERSON|19.0|ang
ffchopin serd|PERSON|19.0|ang
bunyamin|PERSON|19.0|ang
cerzynska|ORG|19.0|ang
kostusia|PERSON|20.0|ang
warsaw|GPE|20.0|ang
first|ORDINAL|20.0|ang
almost two months|DATE|20.0|ang
bischoffswerther|PERSON|20.0|ang
warsaw cyrulik|FAC|20.0|ang
freszyca|PERSON|20.0|ang
cyrulik|PRODUCT|20.0|ang
tomorrow|DATE|20.0|ang
ludwika|PERSON|20.0|ang
one|CARDINAL|20.0|ang
two|CARDINAL|20.0|ang
benefactor|PERSON|20.0|ang
every week|DATE|20.0|ang
sundays|DATE|20.0|ang
visitationists|PERSON|20.0|ang
czetwertyński|PERSON|20.0|ang
ff|ORG|20.0|ang
chopin|PERSON|20.0|ang
dekert|PERSON|20.0|ang
żywy|PERSON|20.0|ang
bardz|PERSON|20.0|ang
leszczyń|PERSON|20.0|ang
żywnego|ORG|20.0|ang
a week|DATE|20.0|ang
the new year|EVENT|20.0|ang
wojciech żywny|PERSON|20.0|ang
1]  non|MONEY|20.0|ang
latin|NORP|20.0|ang
1825|DATE|21.0|ang
1826|DATE|21.0|ang
miss konstancja|PERSON|21.0|ang
kostusia|PERSON|21.0|ang
ludwika|PERSON|21.0|ang
1|CARDINAL|21.0|ang
wyszyńska|PERSON|21.0|ang
dobrń|ORG|21.0|ang
lublin|GPE|21.0|ang
radom|GPE|21.0|ang
briefträger|PERSON|21.0|ang
easter|DATE|21.0|ang
staszyc|PRODUCT|21.0|ang
the holy cross|ORG|21.0|ang
bielany|ORG|21.0|ang
skarbek|ORG|21.0|ang
kir|ORG|21.0|ang
20,000|CARDINAL|21.0|ang
akademiks|ORG|21.0|ang
dybek|ORG|21.0|ang
niemcewicz|ORG|21.0|ang
4 days ago|DATE|21.0|ang
roemer|PERSON|21.0|ang
saturday|DATE|21.0|ang
thursday|DATE|21.0|ang
every evening|TIME|21.0|ang
2 o'clock|TIME|21.0|ang
the next day|DATE|21.0|ang
warsaw|GPE|21.0|ang
bruner|PERSON|21.0|ang
adieu|PERSON|21.0|ang
zuzia|PERSON|21.0|ang
benjamin|PERSON|21.0|ang
wednesday|DATE|21.0|ang
zywny|PERSON|21.0|ang
dekert|PERSON|21.0|ang
bardziński|PERSON|21.0|ang
leszczyńska|PERSON|21.0|ang
antoś|LOC|21.0|ang
a thousand|CARDINAL|21.0|ang
marylski|PERSON|21.0|ang
today|DATE|21.0|ang
three|CARDINAL|21.0|ang
german|NORP|21.0|ang
2|CARDINAL|21.0|ang
jasio|PERSON|22.0|ang
this year|DATE|22.0|ang
glüksberg|PERSON|22.0|ang
more than a month|DATE|22.0|ang
vysotsky|PERSON|22.0|ang
eutherpy|ORG|22.0|ang
rossini|PERSON|22.0|ang
vienna|GPE|22.0|ang
diabelli|PERSON|22.0|ang
philomeles|NORP|22.0|ang
kaczkowski|PERSON|22.0|ang
polonaise|PRODUCT|22.0|ang
wysocki|PERSON|22.0|ang
this week|DATE|22.0|ang
biskupiec|GPE|22.0|ang
jan|PERSON|22.0|ang
german|NORP|22.0|ang
biszofswerdter|ORG|22.0|ang
rogoziński|PERSON|22.0|ang
podbielski|PERSON|22.0|ang
about 3 months ago|DATE|22.0|ang
zabiełło|PERSON|22.0|ang
rembieliński|PERSON|22.0|ang
warsaw|GPE|22.0|ang
gutkowski|PERSON|22.0|ang
zubelewicz|PERSON|22.0|ang
jarocki|PERSON|22.0|ang
podolia|GPE|22.0|ang
sunday|DATE|22.0|ang
zamoyskis|PERSON|22.0|ang
długosz|PERSON|22.0|ang
one|CARDINAL|22.0|ang
mewski|PERSON|22.0|ang
pruski|PERSON|22.0|ang
kosinski|PERSON|22.0|ang
woelke|PERSON|22.0|ang
domowicz|PRODUCT|22.0|ang
zakrzewski|PERSON|22.0|ang
bielany|PERSON|22.0|ang
my botanical garden|FAC|22.0|ang
commission|ORG|22.0|ang
only a quarter|DATE|22.0|ang
p konstancja|PERSON|22.0|ang
dekert|PERSON|22.0|ang
1|CARDINAL|22.0|ang
french|NORP|22.0|ang
english|NORP|22.0|ang
eleven-year-old|DATE|23.0|ang
months|DATE|23.0|ang
132|CARDINAL|23.0|ang
weeks 468|EVENT|23.0|ang
3960 days|DATE|23.0|ang
95040 hours|TIME|23.0|ang
5702400 minutes|TIME|23.0|ang
342144000 breathed seconds|TIME|23.0|ang
1|CARDINAL|23.0|ang
first|ORDINAL|23.0|ang
several months|DATE|23.0|ang
warum|PERSON|23.0|ang
first-year-old|DATE|23.0|ang
2|CARDINAL|23.0|ang
tyrocinium|ORG|23.0|ang
3|CARDINAL|23.0|ang
yesterday|DATE|23.0|ang
linde, linde|ORG|23.0|ang
two or three weeks|DATE|23.0|ang
freischütz|ORG|23.0|ang
warsaw|GPE|23.0|ang
weber|PRODUCT|23.0|ang
german|NORP|23.0|ang
germans|NORP|23.0|ang
rossini|PERSON|23.0|ang
ecce femina|PERSON|23.0|ang
4|CARDINAL|23.0|ang
today|DATE|23.0|ang
kozicki|PERSON|23.0|ang
apple|ORG|23.0|ang
adam|ORG|23.0|ang
aleksander rembieliński's|PERSON|23.0|ang
biszofswerder|ORG|23.0|ang
pliny|PERSON|23.0|ang
podbielski|PERSON|23.0|ang
second|ORDINAL|23.0|ang
a month ago|DATE|23.0|ang
our botanical garden|LOC|23.0|ang
ludwika|PERSON|23.0|ang
skarbek|PERSON|23.0|ang
two weeks|DATE|23.0|ang
tomorrow|DATE|23.0|ang
the other day|DATE|23.0|ang
dekert|PERSON|23.0|ang
bardziński|PERSON|23.0|ang
jasiu|PERSON|23.0|ang
house|ORG|23.0|ang
miss konstancja|PERSON|23.0|ang
szafarnia|GPE|23.0|ang
płona|ORG|23.0|ang
gulbiny|ORG|23.0|ang
radomin|GPE|23.0|ang
ornówek|GPE|23.0|ang
latin|NORP|23.0|ang
willie|PERSON|24.0|ang
błonie|ORG|24.0|ang
sochaczew|PERSON|24.0|ang
łowicz|PERSON|24.0|ang
kutno|PERSON|24.0|ang
kłodawa|GPE|24.0|ang
koło, turek|ORG|24.0|ang
kalisz|GPE|24.0|ang
ostrów|GPE|24.0|ang
międzybórz|GPE|24.0|ang
oleśnica|GPE|24.0|ang
wrocław|GPE|24.0|ang
nimsch, frankenstein, warta|ORG|24.0|ang
glatz|PERSON|24.0|ang
reinertz|ORG|24.0|ang
two weeks|DATE|24.0|ang
6 o'clock|TIME|24.0|ang
a dozen or so|CARDINAL|24.0|ang
kur|ORG|24.0|ang
1|CARDINAL|24.0|ang
anstalt|ORG|24.0|ang
2|CARDINAL|24.0|ang
eight o'clock|TIME|24.0|ang
12 o'clock|TIME|24.0|ang
brunu|ORG|24.0|ang
3|CARDINAL|24.0|ang
the very evening|TIME|24.0|ang
only two|CARDINAL|24.0|ang
lau-brun|ORG|24.0|ang
4|CARDINAL|24.0|ang
one|CARDINAL|24.0|ang
heu|PERSON|24.0|ang
einsiedela|PRODUCT|24.0|ang
a hundred and several dozen|CARDINAL|24.0|ang
hohemenze|PERSON|24.0|ang
silesia|GPE|24.0|ang
poles|NORP|24.0|ang
german|NORP|24.0|ang
french|NORP|24.0|ang
polish|NORP|24.0|ang
zien dobry|PERSON|24.0|ang
evening|TIME|24.0|ang
the next day|DATE|24.0|ang
a good day|DATE|24.0|ang
zien wiesiór|PERSON|24.0|ang
tonight|TIME|24.0|ang
two|CARDINAL|24.0|ang
f chopin|PERSON|24.0|ang
dziewanowski|PERSON|24.0|ang
tomorrow|DATE|24.0|ang
alfred kornatowski|PERSON|24.0|ang
the day before|DATE|24.0|ang
brunnen|PERSON|24.0|ang
fryderyk|PERSON|25.0|ang
the 11th of this month|DATE|25.0|ang
wojciech żywny|PERSON|25.0|ang
dear jasia|PERSON|26.0|ang
those 3 months|DATE|26.0|ang
the quarter|DATE|26.0|ang
this day|DATE|26.0|ang
20th|ORDINAL|26.0|ang
sokołów|GPE|26.0|ang
today|DATE|26.0|ang
second|ORDINAL|26.0|ang
brunner|PERSON|26.0|ang
a month|DATE|26.0|ang
the 20th|DATE|26.0|ang
2|CARDINAL|26.0|ang
6 hours|TIME|26.0|ang
german|NORP|26.0|ang
german-polish|NORP|26.0|ang
a year|DATE|26.0|ang
the end of the day|DATE|26.0|ang
elsner|PERSON|26.0|ang
brodziński|PERSON|26.0|ang
bentkowski|PERSON|26.0|ang
9 o'clock|TIME|26.0|ang
malcz|WORK_OF_ART|26.0|ang
3|CARDINAL|26.0|ang
reinertz|ORG|26.0|ang
next year|DATE|26.0|ang
the laubrunn ceremony|ORG|26.0|ang
paris|GPE|26.0|ang
czech|NORP|26.0|ang
bardziński|PERSON|26.0|ang
this year|DATE|26.0|ang
50 years|DATE|26.0|ang
zywny|PERSON|26.0|ang
dekert|PERSON|26.0|ang
pope|PERSON|26.0|ang
dziewanowski, białobł|ORG|26.0|ang
cissaw|PERSON|26.0|ang
miss konstancja|PERSON|26.0|ang
ludwika|GPE|26.0|ang
1|CARDINAL|26.0|ang
petenti veniam|PERSON|26.0|ang
latin|NORP|26.0|ang
jan|PERSON|27.0|ang
rogue|ORG|27.0|ang
mickiewicz|PRODUCT|27.0|ang
the new year|EVENT|27.0|ang
today|DATE|27.0|ang
bach|PERSON|27.0|ang
apollo|ORG|27.0|ang
two|CARDINAL|27.0|ang
