dnia 19 sierpnia|date|7.0|pl
1824 roku|date|7.0|pl
dnia 15 sierpnia r|date|7.0|pl
jp|persName|7.0|pl
żydek|placeName|7.0|pl
b|persName|7.0|pl
ff|persName|7.0|pl
m|persName|7.0|pl
i|persName|7.0|pl
chopin|persName|7.0|pl
bujam|persName|8.0|pl
kochany wilusiu|persName|8.0|pl
dnia 24 sierpnia|date|9.0|pl
1824 roku|date|9.0|pl
obrowie|placeName|9.0|pl
maryanna|persName|9.0|pl
dnia 27 sierpnia 1824|date|10.0|pl
r|persName|10.0|pl
1798|date|10.0|pl
b|persName|10.0|pl
jpanna kostena|persName|10.0|pl
kurniku|placeName|10.0|pl
warszawy|placeName|10.0|pl
szafarni|geogName|10.0|pl
sudyna|placeName|10.0|pl
jw|orgName|10.0|pl
kozaczka|persName|10.0|pl
kapitol|orgName|10.0|pl
gallów|persName|10.0|pl
melankolicznego gulaka|persName|10.0|pl
sokołowie indyk|placeName|10.0|pl
golubiu|placeName|10.0|pl
świnię|placeName|10.0|pl
białkowie|placeName|10.0|pl
l|persName|10.0|pl
d|persName|10.0|pl
dnia 31 sierpnia 1824 roku|date|11.0|pl
r|date|11.0|pl
1802|date|11.0|pl
józefy|persName|11.0|pl
b|persName|11.0|pl
wiktor sikorowski|persName|11.0|pl
panny  michuchnej fichturem|geogName|11.0|pl
panną  kozaczką|persName|11.0|pl
żydów|placeName|11.0|pl
familie|orgName|11.0|pl
wsiscy|placeName|11.0|pl
jpani  zakierska|persName|11.0|pl
gärtnera|persName|11.0|pl
sudyna|placeName|11.0|pl
nieszawę|persName|11.0|pl
catalani|persName|11.0|pl
patsajze|persName|11.0|pl
radominie|placeName|11.0|pl
dulniku|placeName|11.0|pl
l|persName|11.0|pl
d|persName|11.0|pl
gärtner|persName|11.0|pl
dnia 3 września 1824 roku|date|12.0|pl
szafarni r|geogName|12.0|pl
1740|date|12.0|pl
wawrzyńca szafarniaka  –|persName|12.0|pl
r|date|12.0|pl
b|persName|12.0|pl
pichon|persName|12.0|pl
żydka|persName|12.0|pl
dziewanowski|persName|12.0|pl
żyda|placeName|12.0|pl
żydowskim|placeName|12.0|pl
mosiek|persName|12.0|pl
dama|persName|12.0|pl
łukasz|persName|12.0|pl
jpanna|persName|12.0|pl
brygida|persName|12.0|pl
murzyn|placeName|12.0|pl
kania|persName|12.0|pl
borze|placeName|12.0|pl
bocheńcu|placeName|12.0|pl
jana lewandowskiego|persName|12.0|pl
katarzyną ciżewską|persName|12.0|pl
ziemi bochenieckiej|geogName|12.0|pl
gubernatorowa|persName|12.0|pl
„kuryera”|orgName|12.0|pl
białkowie|placeName|12.0|pl
rętwinach|placeName|12.0|pl
l|persName|12.0|pl
d|persName|12.0|pl
jasiu|persName|13.0|pl
polacy|placeName|13.0|pl
konstancji|persName|13.0|pl
kressner|persName|13.0|pl
panią bianchi|persName|13.0|pl
elerta|geogName|13.0|pl
hotelu niemieckim|geogName|13.0|pl
wasanem dobrodz|orgName|13.0|pl
sochaczewa|placeName|13.0|pl
jeżeliś|persName|13.0|pl
dekert|persName|13.0|pl
wotr|persName|14.0|pl
ke wu zet ase ge|orgName|14.0|pl
ludwika|persName|14.0|pl
szafami|placeName|14.0|pl
bobyś|persName|14.0|pl
le peie awek larżan|persName|14.0|pl
dorote|persName|14.0|pl
adolf szydłowski|persName|14.0|pl
ekute|orgName|14.0|pl
leszczyńska|persName|14.0|pl
domowicz|persName|14.0|pl
warszawie|placeName|14.0|pl
dekert|persName|14.0|pl
barciński|persName|14.0|pl
sokołowo|placeName|14.0|pl
szafarni|geogName|15.0|pl
ludwika|persName|15.0|pl
obrowa|placeName|15.0|pl
bożewskiej|persName|15.0|pl
teklą bożewską|persName|15.0|pl
domusiem|persName|15.0|pl
agnieszka guzowska|persName|15.0|pl
agnieszka turowska-bąkiewna|persName|15.0|pl
jpani jaśkowej|persName|15.0|pl
warszawiak|placeName|15.0|pl
jaśkowa|persName|15.0|pl
agnieszki|persName|15.0|pl
fryc|persName|15.0|pl
fryca|persName|15.0|pl
teklą|persName|15.0|pl
dziewanowską|persName|15.0|pl
frycowa|persName|15.0|pl
bardzom|persName|15.0|pl
leon|persName|15.0|pl
wojtek|persName|15.0|pl
dziew|persName|15.0|pl
tekla borzewska|persName|15.0|pl
szopę|persName|15.0|pl
mariannę kuropatwiankę|persName|15.0|pl
werony kuropatwianki|persName|15.0|pl
kaszubiną|persName|15.0|pl
mme cachubina|persName|15.0|pl
jaś|persName|15.0|pl
franeckiej|persName|15.0|pl
turzna|placeName|15.0|pl
żydowski|placeName|15.0|pl
hyrza|persName|15.0|pl
gołubia|persName|15.0|pl
józefata|persName|15.0|pl
żydowską|placeName|15.0|pl
woycickiemu|persName|15.0|pl
nakazye|orgName|15.0|pl
białobłockiegom|persName|15.0|pl
krystyanim|persName|15.0|pl
f|persName|15.0|pl
chopin|persName|15.0|pl
duńskich|placeName|15.0|pl
kobler|persName|15.0|pl
kopenhaga|placeName|15.0|pl
matusz|persName|15.0|pl
dibert|persName|15.0|pl
leszczyńskiej|persName|15.0|pl
kuropatwę|persName|15.0|pl
estamp|persName|15.0|pl
sévigné|persName|16.0|pl
szyllerze|placeName|16.0|pl
dziadowski|persName|16.0|pl
jaśka|persName|16.0|pl
jwpana|persName|16.0|pl
toruniem|placeName|16.0|pl
puławach|placeName|16.0|pl
sybilli|persName|16.0|pl
kopernika|persName|16.0|pl
jasiu|persName|16.0|pl
niemca|placeName|16.0|pl
puław|placeName|16.0|pl
niemiec|placeName|16.0|pl
xiężna czartoryska|persName|16.0|pl
adagiorum hiliades|persName|16.0|pl
horacego|persName|16.0|pl
toruniu|placeName|16.0|pl
niemcy|placeName|16.0|pl
sandmaschine|persName|16.0|pl
krzyżaków|orgName|16.0|pl
1231 roku|date|16.0|pl
warszawy|placeName|16.0|pl
warszawie|placeName|16.0|pl
f|persName|16.0|pl
chopin|persName|16.0|pl
sokołowie|placeName|17.0|pl
panny konstancji|orgName|17.0|pl
ludwika|persName|17.0|pl
papę|persName|17.0|pl
jasiu|persName|17.0|pl
radomina|placeName|17.0|pl
cóżem|persName|17.0|pl
żem|persName|17.0|pl
jasiu|persName|18.0|pl
extrissime|persName|18.0|pl
szafarni|geogName|18.0|pl
rzeczypospolitej|placeName|18.0|pl
pleielu, hemerleynie,|geogName|18.0|pl
hoffmaystrze|persName|18.0|pl
maciejewski|persName|18.0|pl
jasiński|persName|18.0|pl
matuszewski|persName|18.0|pl
koncewicz|persName|18.0|pl
dziekoński|persName|18.0|pl
sokołowa|placeName|18.0|pl
tekli czachowskiej|persName|18.0|pl
juliusza czachowskiego|persName|18.0|pl
zuzia|persName|18.0|pl
ciocia ludwisia|persName|18.0|pl
emilka|persName|18.0|pl
wujo frycio|persName|18.0|pl
warszawie|placeName|18.0|pl
ratuszu|geogName|18.0|pl
uniwersytetu|orgName|18.0|pl
żoli|placeName|18.0|pl
dobrzynia|placeName|18.0|pl
warszawy|placeName|18.0|pl
gordon|persName|18.0|pl
praskiego|placeName|18.0|pl
ewa|persName|18.0|pl
łaskawcy|persName|18.0|pl
wiłucka|persName|18.0|pl
konstancji|persName|18.0|pl
ugoszcz|placeName|18.0|pl
dekert|persName|18.0|pl
bardziński|persName|18.0|pl
opitza|persName|18.0|pl
obrzynałem|persName|18.0|pl
jasiu|persName|19.0|pl
górskim|persName|19.0|pl
białobłockiego|persName|19.0|pl
hun|persName|19.0|pl
sokołowa|placeName|19.0|pl
białobłocki|persName|19.0|pl
fridrich|persName|19.0|pl
żywny|persName|19.0|pl
starych prus|placeName|19.0|pl
biszofswertera|persName|19.0|pl
cyrulik serwilski|persName|19.0|pl
de seville|persName|19.0|pl
dmuszewskiego,|persName|19.0|pl
kudlicza|persName|19.0|pl
zdanowicza|persName|19.0|pl
zdanowicz|persName|19.0|pl
szczurowski|persName|19.0|pl
polkowski|persName|19.0|pl
aszpergerowa|persName|19.0|pl
paryża|placeName|19.0|pl
warszawy|placeName|19.0|pl
rembieliński|persName|19.0|pl
paryżu|placeName|19.0|pl
dekert|persName|19.0|pl
adieu|persName|19.0|pl
maćka|persName|19.0|pl
buniamin|persName|19.0|pl
papa|persName|19.0|pl
żywnego|persName|19.0|pl
cerzyńska|persName|19.0|pl
jasiu|persName|20.0|pl
kostusia|persName|20.0|pl
warszawie|placeName|20.0|pl
bischoffswerther|persName|20.0|pl
frejszyca|persName|20.0|pl
cyrulika|persName|20.0|pl
ludwika|persName|20.0|pl
warszawa|placeName|20.0|pl
licejskim|persName|20.0|pl
liceum|orgName|20.0|pl
czetwertyńskich|geogName|20.0|pl
żywnego|persName|20.0|pl
wojciech żywny|persName|20.0|pl
jasiu|persName|21.0|pl
1825 roku|date|21.0|pl
1826|date|21.0|pl
konstancja|persName|21.0|pl
ludwiki|persName|21.0|pl
briefträger|persName|21.0|pl
wyszyńska|persName|21.0|pl
dobrzyń|placeName|21.0|pl
lublin|placeName|21.0|pl
radom|placeName|21.0|pl
briefträgera|persName|21.0|pl
briefschreibera|persName|21.0|pl
bielan|placeName|21.0|pl
skarbek|persName|21.0|pl
akademikom|persName|21.0|pl
dybka|persName|21.0|pl
niemcewicz|persName|21.0|pl
roemer|persName|21.0|pl
papa|persName|21.0|pl
warszawie|placeName|21.0|pl
brunera|persName|21.0|pl
adieu|persName|21.0|pl
zuzia|persName|21.0|pl
beniamin|persName|21.0|pl
dekert, bardziński|persName|21.0|pl
bardziński|persName|21.0|pl
akademus lublinianin|persName|21.0|pl
antosia|persName|21.0|pl
marylski|persName|21.0|pl
jasiu|persName|22.0|pl
komissa|persName|22.0|pl
papa|persName|22.0|pl
wysockiemu|persName|22.0|pl
eutherpy|persName|22.0|pl
wiedniu|placeName|22.0|pl
diabellego|persName|22.0|pl
kaczkowskiego|persName|22.0|pl
wysockiego|persName|22.0|pl
biskupca|placeName|22.0|pl
janie|persName|22.0|pl
niemiecką|placeName|22.0|pl
biszofswerdter|persName|22.0|pl
rogozińskiemu|persName|22.0|pl
rogozińskim|persName|22.0|pl
podbielski|persName|22.0|pl
zabiełło|persName|22.0|pl
rembielińskiego|persName|22.0|pl
warszawskich|placeName|22.0|pl
gutkowski|persName|22.0|pl
zubelewicz|persName|22.0|pl
jarocki|persName|22.0|pl
podolu|geogName|22.0|pl
zamoyskich|persName|22.0|pl
długosza|persName|22.0|pl
długosz|persName|22.0|pl
mniewskiemu|persName|22.0|pl
pruski|persName|22.0|pl
kosiński|persName|22.0|pl
woelke|persName|22.0|pl
domowicz|persName|22.0|pl
warszawie|placeName|22.0|pl
zakrzewski|persName|22.0|pl
bielany|placeName|22.0|pl
komisja|orgName|22.0|pl
papa twemu papie|orgName|22.0|pl
p|persName|22.0|pl
konstancji|persName|22.0|pl
angielski|placeName|22.0|pl
linde|persName|23.0|pl
freischütza|persName|23.0|pl
warszawie|placeName|23.0|pl
webera|persName|23.0|pl
weber|persName|23.0|pl
niemiecką|placeName|23.0|pl
niemcom|placeName|23.0|pl
warszawska|placeName|23.0|pl
rossiniego|persName|23.0|pl
kozickiego|persName|23.0|pl
aleksandra rembielińskiego|persName|23.0|pl
biszofswerder|placeName|23.0|pl
pliniusza|persName|23.0|pl
podbielski|persName|23.0|pl
ziemi podbielskiego|geogName|23.0|pl
ogrodzie botanicznym|geogName|23.0|pl
papa|persName|23.0|pl
ludwika|persName|23.0|pl
skarbek|persName|23.0|pl
domowicz|persName|23.0|pl
dekert|persName|23.0|pl
bardziński|persName|23.0|pl
jasiu|persName|23.0|pl
konstancji|persName|23.0|pl
radomin|placeName|23.0|pl
sochaczew|placeName|24.0|pl
łowicz|placeName|24.0|pl
kutno|placeName|24.0|pl
turek|placeName|24.0|pl
kalisz|placeName|24.0|pl
oleśnicę|placeName|24.0|pl
wrocław|placeName|24.0|pl
wartę|geogName|24.0|pl
glatz|geogName|24.0|pl
reinertz|placeName|24.0|pl
godzinie 6|time|24.0|pl
anstalt|placeName|24.0|pl
brunu|persName|24.0|pl
heu-scheuer|geogName|24.0|pl
szlązku|placeName|24.0|pl
polaków|placeName|24.0|pl
niemieckie|placeName|24.0|pl
wrocławia|placeName|24.0|pl
francusku|placeName|24.0|pl
polsku|placeName|24.0|pl
darmom|persName|24.0|pl
f|persName|24.0|pl
chopin|persName|24.0|pl
dziewanowski|persName|24.0|pl
alfred kornatowski|persName|24.0|pl
kurgäste|persName|24.0|pl
brun|persName|24.0|pl
brunnen|persName|24.0|pl
fryderyku|persName|25.0|pl
wojciech żywny|persName|25.0|pl
anim|persName|26.0|pl
p|persName|26.0|pl
bogu|persName|26.0|pl
sokołowa|placeName|26.0|pl
brunnera|persName|26.0|pl
jeszczem|persName|26.0|pl
liceum|orgName|26.0|pl
niemieccy|placeName|26.0|pl
niemiecko|placeName|26.0|pl
polscy|placeName|26.0|pl
elsnera|persName|26.0|pl
brodzińskiego|persName|26.0|pl
bentkowskiego|persName|26.0|pl
malcza|persName|26.0|pl
paryża|placeName|26.0|pl
czeską|placeName|26.0|pl
bardziński|persName|26.0|pl
boże|persName|26.0|pl
jasiu|persName|26.0|pl
konstancji|persName|26.0|pl
ludwiki|persName|26.0|pl
mićkiewicza|persName|27.0|pl
takaż|persName|27.0|pl
appolinowego|persName|27.0|pl
frejszyca|persName|27.0|pl
pińska|placeName|27.0|pl
aszpergerowa|persName|27.0|pl
tarczyńskiego|persName|27.0|pl
włoszki|placeName|27.0|pl
brzeziny|placeName|27.0|pl
dziewanowski|persName|27.0|pl
mazurek|persName|27.0|pl
rondo|geogName|27.0|pl
sanna|persName|27.0|pl
warszawie|placeName|27.0|pl
bardzińskim|persName|27.0|pl
szymanowska|persName|27.0|pl
lube życie|orgName|27.0|pl
bóg|persName|27.0|pl
jasiu|persName|28.0|pl
bogu|persName|28.0|pl
warszawie|placeName|28.0|pl
jędrzejewicz|persName|28.0|pl
„kuryera”|orgName|28.0|pl
jeżeliś|persName|28.0|pl
józefowa|placeName|28.0|pl
woyciechowski|persName|28.0|pl
mićkiewicza|persName|28.0|pl
emilia|persName|28.0|pl
malcz|persName|28.0|pl
papę|persName|28.0|pl
klementyna|persName|28.0|pl
włoch|placeName|28.0|pl
weltz|persName|28.0|pl
brunner|persName|28.0|pl
wisłą|geogName|28.0|pl
niemiec|placeName|28.0|pl
papa|persName|28.0|pl
zboińskiego|persName|29.0|pl
płocka|placeName|29.0|pl
płocku|placeName|29.0|pl
rościszewie|placeName|29.0|pl
turznie|placeName|29.0|pl
kozłowie|placeName|29.0|pl
gdańsku|placeName|29.0|pl
wasińdziej|persName|29.0|pl
waśka|persName|29.0|pl
warszawy|placeName|29.0|pl
tytus|persName|29.0|pl
skarbek|persName|29.0|pl
lecie|placeName|29.0|pl
zboiński|persName|29.0|pl
toruń|placeName|29.0|pl
kozłowa|placeName|29.0|pl
godzina 8|time|29.0|pl
kamilka pana zboińskiego|persName|29.0|pl
papę|persName|29.0|pl
prus|geogName|29.0|pl
jasiu|persName|30.0|pl
sannikach|placeName|31.0|pl
berlina|placeName|31.0|pl
europejskich|geogName|31.0|pl
szwajcarii|placeName|31.0|pl
münich|placeName|31.0|pl
pruski|placeName|31.0|pl
uniwersytetowi|orgName|31.0|pl
europy|geogName|31.0|pl
humboldta|persName|31.0|pl
jarocki|persName|31.0|pl
akad|orgName|31.0|pl
berlinie|placeName|31.0|pl
niemieckie|placeName|31.0|pl
spontini|persName|31.0|pl
olimpią|orgName|31.0|pl
jarockiego|persName|31.0|pl
lichtenstein|persName|31.0|pl
akademii śpiewu|orgName|31.0|pl
ernemann|persName|31.0|pl
berlin|placeName|31.0|pl
lichtensteina|persName|31.0|pl
spontiniego|persName|31.0|pl
radziwiłła|persName|31.0|pl
poznańskiego|placeName|31.0|pl
boży|persName|31.0|pl
spontinim|orgName|31.0|pl
jarockim|persName|31.0|pl
arnold|persName|31.0|pl
mendelson|persName|31.0|pl
hank|persName|31.0|pl
hummla|persName|31.0|pl
warszawskie|placeName|31.0|pl
colli|persName|31.0|pl
tusaint|persName|31.0|pl
cyruliku|persName|31.0|pl
warszawy|placeName|31.0|pl
sannik|placeName|31.0|pl
collego|persName|31.0|pl
cyrulik|persName|31.0|pl
zdanowicz|persName|31.0|pl
telemak|persName|31.0|pl
otella|persName|31.0|pl
polkowskiego|persName|31.0|pl
uniwersytecie|orgName|31.0|pl
oborski|persName|31.0|pl
bożego|persName|31.0|pl
baden|placeName|31.0|pl
gąsie|persName|31.0|pl
woli|placeName|31.0|pl
krakowie|placeName|31.0|pl
gdańska|placeName|31.0|pl
pruszak|persName|31.0|pl
kostusiem|placeName|31.0|pl
kostuś|persName|31.0|pl
rondo c-dur|geogName|31.0|pl
ernemannem|persName|31.0|pl
bucholtza|persName|31.0|pl
sonatę|persName|31.0|pl
lipsku|placeName|31.0|pl
elsnerowi|persName|31.0|pl
skarbek|persName|31.0|pl
jędrzejewicz|persName|31.0|pl
paryżu|placeName|31.0|pl
sowińskim|persName|31.0|pl
paryskiego|placeName|31.0|pl
„revue musicale”|orgName|31.0|pl
fétis|persName|31.0|pl
polsce|placeName|31.0|pl
polakach|placeName|31.0|pl
kurpiński|persName|31.0|pl
żyliński|persName|31.0|pl
freyszyc|persName|31.0|pl
papa|persName|31.0|pl
albrecht|persName|31.0|pl
żywny|persName|31.0|pl
wiedniu|placeName|31.0|pl
papą|placeName|31.0|pl
niezabytowskiego|persName|31.0|pl
brzeziny|placeName|31.0|pl
lafora|persName|31.0|pl
warszawie|placeName|31.0|pl
hartmana|persName|31.0|pl
geysmer,|geogName|31.0|pl
lauber|persName|31.0|pl
f|persName|31.0|pl
chopin|persName|31.0|pl
p|persName|31.0|pl
górski|persName|31.0|pl
adieu|persName|31.0|pl
włoski|placeName|31.0|pl
„pod kronprinzem”|geogName|32.0|pl
jarocki|persName|32.0|pl
lichtensteina|placeName|32.0|pl
humboldta|persName|32.0|pl
lichtenstein|persName|32.0|pl
birnbacha|persName|32.0|pl
ferdynanda corteza|persName|32.0|pl
spontiniego|persName|32.0|pl
jarockiego|persName|32.0|pl
paganini|persName|32.0|pl
radziwiłła|persName|32.0|pl
gawroniłem|persName|32.0|pl
berlinie|placeName|32.0|pl
niemców|placeName|32.0|pl
berlin|placeName|32.0|pl
schlesingera|persName|32.0|pl
friedrichstrasse|geogName|32.0|pl
pruskich|placeName|32.0|pl
niemca|placeName|32.0|pl
poznaniu|placeName|32.0|pl
niemieckimi|placeName|32.0|pl
prusaka|persName|32.0|pl
frankfurtem|placeName|32.0|pl
niemiecka|placeName|32.0|pl
berlina|placeName|32.0|pl
hamburga|placeName|32.0|pl
lehmann|persName|32.0|pl
żabka|persName|32.0|pl
jarockim|persName|32.0|pl
marylski|persName|32.0|pl
berlinki|placeName|32.0|pl
fryderyk|persName|32.0|pl
corteza|persName|33.0|pl
kolportera  onslowa|orgName|33.0|pl
cäcilienfest  händla|persName|33.0|pl
tibaldi|persName|33.0|pl
von schätzel|persName|33.0|pl
singakademii|persName|33.0|pl
kolporterze|persName|33.0|pl
paryżu|placeName|33.0|pl
lichtensteina|persName|33.0|pl
jarocki|persName|33.0|pl
mendelssohna|persName|33.0|pl
radziwiłł|persName|33.0|pl
xiężnę lignicką|persName|33.0|pl
excellenz von humboldt|persName|33.0|pl
ministrowski|persName|33.0|pl
cimborasso|persName|33.0|pl
kramarzu|persName|33.0|pl
karol|persName|33.0|pl
kościuszki|persName|33.0|pl
polacy|placeName|33.0|pl
jarockiego|persName|33.0|pl
niemiecku|placeName|33.0|pl
berlińskiej|placeName|33.0|pl
exercirhausie|persName|33.0|pl
humboldt|persName|33.0|pl
von humboldt|persName|33.0|pl
schätzel|persName|34.0|pl
berlińska|placeName|34.0|pl
niemka|placeName|34.0|pl
francuski|placeName|34.0|pl
berlinie|placeName|34.0|pl
poznaniu|placeName|34.0|pl
wolicki|persName|34.0|pl
stycznia|date|35.0|pl
max|persName|35.0|pl
warszawy|placeName|35.0|pl
uniwersytetu|orgName|35.0|pl
paryża|placeName|35.0|pl
pruszak|persName|35.0|pl
pedra|persName|35.0|pl
skarżyńskiej|persName|35.0|pl
fryc|persName|35.0|pl
jużem|persName|35.0|pl
jędrzejewicz|persName|35.0|pl
paryżu|placeName|35.0|pl
della casa|geogName|35.0|pl
governante|persName|35.0|pl
colla governante camminar nell’|persName|35.0|pl
ella|persName|35.0|pl
madama  pruszak|persName|35.0|pl
mamę|persName|35.0|pl
papę|persName|35.0|pl
rondo à la krakowiak|geogName|35.0|pl
fontany|persName|35.0|pl
bucholtza|persName|35.0|pl
boga|persName|35.0|pl
anasza|persName|35.0|pl
kaifasza|placeName|35.0|pl
wincengerodowej|persName|35.0|pl
panny kickiej|geogName|35.0|pl
leszczyńskiego|persName|35.0|pl
polski|placeName|35.0|pl
francuski|placeName|35.0|pl
rataplan|persName|35.0|pl
geldhab|persName|35.0|pl
p|persName|35.0|pl
kostuś|persName|35.0|pl
f|persName|35.0|pl
chopin|persName|35.0|pl
9 września|date|35.0|pl
sannikach|placeName|35.0|pl
rondo c-dur|geogName|35.0|pl
trio g-minor|orgName|35.0|pl
lia|persName|35.0|pl
n|persName|35.0|pl
ul|geogName|35.0|pl
marszałkowskiej|geogName|35.0|pl
przekł|persName|35.0|pl
jach|persName|35.0|pl
wiedniu|placeName|36.0|pl
krakowa|placeName|36.0|pl
galicji|geogName|36.0|pl
bilska|geogName|36.0|pl
śląska górnego|geogName|36.0|pl
wiedeń|placeName|36.0|pl
krakowski|placeName|36.0|pl
ojcowa|placeName|36.0|pl
tańska|persName|36.0|pl
indyk|persName|36.0|pl
prądnik|placeName|36.0|pl
godziny 9|time|36.0|pl
indykowa|persName|36.0|pl
krakowskich|placeName|36.0|pl
indykową|persName|36.0|pl
karasowski|persName|36.0|pl
fryderyk|persName|36.0|pl
pieskową skałę|geogName|36.0|pl
groty czarną|geogName|36.0|pl
xiii wieku|date|36.0|pl
łokietek|persName|36.0|pl
wiedeńskiej|placeName|36.0|pl
separatwagen|placeName|36.0|pl
niemcy|placeName|37.0|pl
haslinger|persName|37.0|pl
elsnera|persName|37.0|pl
„odeonie”|orgName|37.0|pl
wiedeń|placeName|37.0|pl
wiedniu|placeName|37.0|pl
hussarzewskich|persName|37.0|pl
stein|persName|37.0|pl
graff|persName|37.0|pl
haslingera|persName|37.0|pl
gallenberg|persName|37.0|pl
würfel|persName|37.0|pl
rondo|geogName|37.0|pl
krakowiaka|persName|37.0|pl
graffa|persName|37.0|pl
haslinger, blahetka|orgName|37.0|pl
czernego|persName|37.0|pl
kopciuszka|persName|37.0|pl
krzyżaka|persName|37.0|pl
józef|persName|37.0|pl
egipcie|placeName|37.0|pl
akademii muzycznej|orgName|37.0|pl
p|persName|37.0|pl
s|persName|37.0|pl
jużem|persName|37.0|pl
blahetka|persName|37.0|pl
moschelesa,|geogName|37.0|pl
kalkbrennera|persName|37.0|pl
seyfriedowi|persName|37.0|pl
gallenbergowi|persName|37.0|pl
włoskiej|placeName|37.0|pl
warszawie|placeName|37.0|pl
kessler|persName|37.0|pl
ernemann|persName|37.0|pl
czapek|persName|37.0|pl
bloss|placeName|37.0|pl
steinowi|persName|37.0|pl
bóg|persName|37.0|pl
godzinie 7|time|38.0|pl
akademie|orgName|38.0|pl
gallenberg|persName|38.0|pl
beethovena|persName|38.0|pl
veltheim|persName|38.0|pl
freie phantasie|orgName|38.0|pl
niemcy|placeName|38.0|pl
gyrowetza,|geogName|38.0|pl
maysederem|persName|38.0|pl
gallenbergowi|persName|38.0|pl
demar|persName|38.0|pl
celiński|persName|38.0|pl
hube|persName|38.0|pl
białej|placeName|38.0|pl
polski|placeName|38.0|pl
chmiela|persName|38.0|pl
wertheim|persName|38.0|pl
karlsbadu|persName|38.0|pl
karlsbadzie|placeName|38.0|pl
hummel|persName|38.0|pl
haslinger|persName|38.0|pl
francusku|placeName|38.0|pl
wiedniu|placeName|38.0|pl
apollina|persName|38.0|pl
elsner|persName|38.0|pl
nidecki|persName|38.0|pl
graffa|persName|38.0|pl
maderą|persName|38.0|pl
rondo|geogName|38.0|pl
beethovena|persName|39.0|pl
wrbny|persName|39.0|pl
lichnowska|persName|39.0|pl
wiedeń|placeName|39.0|pl
paryża|placeName|39.0|pl
lichnowskiego|persName|39.0|pl
czerny|persName|39.0|pl
schuppanzigh|persName|39.0|pl
gyrowetz|persName|39.0|pl
niemiec|placeName|39.0|pl
celińskiego|persName|39.0|pl
chopin|persName|39.0|pl
künstlera|persName|39.0|pl
maciejowskiego|persName|39.0|pl
warszawie|placeName|39.0|pl
polaków|placeName|39.0|pl
elsnerowi|persName|39.0|pl
künstler|persName|39.0|pl
begeistert|persName|39.0|pl
rondem|geogName|40.0|pl
lachnera|persName|40.0|pl
stroiciela|placeName|40.0|pl
celińskiego|persName|40.0|pl
niemcom|placeName|40.0|pl
9|time|40.0|pl
schuppanzigh|persName|40.0|pl
