jpan pichon|PERSON|10.0|ang
szafarnia|GPE|10.0|ang
the 26th month|DATE|10.0|ang
year sudyna|ORG|10.0|ang
jw panna kozaczka|PERSON|10.0|ang
heroes|WORK_OF_ART|10.0|ang
capitol|FAC|10.0|ang
gauls|PERSON|10.0|ang
the 25th|DATE|10.0|ang
foreign news|ORG|10.0|ang
may 26th|DATE|10.0|ang
sokołów|GPE|10.0|ang
turkey|GPE|10.0|ang
kania|PERSON|10.0|ang
the 26th month and month|DATE|10.0|ang
golub|PERSON|10.0|ang
the 25th of march|DATE|10.0|ang
białków|ORG|10.0|ang
three|CARDINAL|10.0|ang
the 24th|DATE|10.0|ang
kuryer szafarski|ORG|11.0|ang
tuesday, august 31, 1824|DATE|11.0|ang
1802|DATE|11.0|ang
józefa dziewanowska|PERSON|11.0|ang
national news|ORG|11.0|ang
28|CARDINAL|11.0|ang
mrb|ORG|11.0|ang
jpan pichon|PERSON|11.0|ang
pichonek|PERSON|11.0|ang
first|ORDINAL|11.0|ang
stolnik wiktor sikorowski|PERSON|11.0|ang
fichtur|PERSON|11.0|ang
michuchna|PERSON|11.0|ang
kozaczka|PERSON|11.0|ang
the 29th and 29th|DATE|11.0|ang
jews|NORP|11.0|ang
maciore|NORP|11.0|ang
three|CARDINAL|11.0|ang
two|CARDINAL|11.0|ang
jewish|NORP|11.0|ang
dutch|NORP|11.0|ang
the 30th month and a half|DATE|11.0|ang
1|CARDINAL|11.0|ang
third|ORDINAL|11.0|ang
the 30th|DATE|11.0|ang
zakierska|PERSON|11.0|ang
szafarska|GPE|11.0|ang
szreder|PERSON|11.0|ang
gärtner|PERSON|11.0|ang
2|CARDINAL|11.0|ang
panna józefka|PERSON|11.0|ang
yesterday|DATE|11.0|ang
the 31st of may four|DATE|11.0|ang
the 29th|DATE|11.0|ang
pichon|PERSON|11.0|ang
nieszawa|ORG|11.0|ang
catalani|NORP|11.0|ang
three pennies|MONEY|11.0|ang
only one|CARDINAL|11.0|ang
patsajze|PERSON|11.0|ang
wolf|PERSON|11.0|ang
bis|PERSON|11.0|ang
29|CARDINAL|11.0|ang
dulnik|PERSON|11.0|ang
german|NORP|11.0|ang
kuryer szafarski|ORG|12.0|ang
friday september 3|DATE|12.0|ang
1740|DATE|12.0|ang
wawrzyniec szafarniak|PERSON|12.0|ang
wiadomości krajowe|PERSON|12.0|ang
the 1st of may|DATE|12.0|ang
jpan pichon|PERSON|12.0|ang
jew|NORP|12.0|ang
dziewanowski|PERSON|12.0|ang
jewish|NORP|12.0|ang
mosiek|PERSON|12.0|ang
pichon|PERSON|12.0|ang
at least ten|CARDINAL|12.0|ang
1|CARDINAL|12.0|ang
the 2nd day of the month|DATE|12.0|ang
dama|ORG|12.0|ang
2|CARDINAL|12.0|ang
the 3rd day|DATE|12.0|ang
łukasz|PERSON|12.0|ang
parobek|ORG|12.0|ang
the 2nd day|DATE|12.0|ang
brygida|PERSON|12.0|ang
the 1st|DATE|12.0|ang
evening|TIME|12.0|ang
foreign news|ORG|12.0|ang
the 5th of march|DATE|12.0|ang
jmr jan lewandowski|PERSON|12.0|ang
katarzyna ciżewska|PERSON|12.0|ang
the bocheniec land|ORG|12.0|ang
bocheniec|ORG|12.0|ang
the 2nd|DATE|12.0|ang
mrb|ORG|12.0|ang
białków|ORG|12.0|ang
spitz|ORG|12.0|ang
the 31st|DATE|12.0|ang
rętwiny|ORG|12.0|ang
twelve|CARDINAL|12.0|ang
cherzt|ORG|12.0|ang
the rętwińska land|ORG|12.0|ang
half|CARDINAL|12.0|ang
one|CARDINAL|12.0|ang
german|NORP|12.0|ang
equilibrum|PERSON|12.0|ang
latin|NORP|12.0|ang
dear jasia|WORK_OF_ART|13.0|ang
first|ORDINAL|13.0|ang
secondly|ORDINAL|13.0|ang
poles|NORP|13.0|ang
miss konstancja|PERSON|13.0|ang
tonight|TIME|13.0|ang
tomorrow|DATE|13.0|ang
morning|TIME|13.0|ang
kressner|ORG|13.0|ang
bianchi|PERSON|13.0|ang
monday|DATE|13.0|ang
elert|ORG|13.0|ang
the german hotel|FAC|13.0|ang
la krogólski|PERSON|13.0|ang
12|CARDINAL|13.0|ang
3|CARDINAL|13.0|ang
6 zlotys|MONEY|13.0|ang
wasan dobrodz|PERSON|13.0|ang
the 26th of this month|DATE|13.0|ang
all night|TIME|13.0|ang
vale|PERSON|13.0|ang
1|CARDINAL|13.0|ang
sochaczew|PERSON|13.0|ang
ke fer|PERSON|13.0|ang
kom sa|ORG|13.0|ang
chopin|PERSON|13.0|ang
dekert|PERSON|13.0|ang
latin|NORP|13.0|ang
la letr|PERSON|14.0|ang
kewu ma|PERSON|14.0|ang
wotr|PERSON|14.0|ang
wu fe mal|PERSON|14.0|ang
ke wu|PERSON|14.0|ang
ase ge|PERSON|14.0|ang
letra|GPE|14.0|ang
sa ma|ORG|14.0|ang
sos|ORG|14.0|ang
demes nu|PERSON|14.0|ang
ne prandre pa de pry|ORG|14.0|ang
kar le|PERSON|14.0|ang
one|CARDINAL|14.0|ang
monday|DATE|14.0|ang
miss ludwika|PERSON|14.0|ang
wednesday|DATE|14.0|ang
szafami|GPE|14.0|ang
wu wule|PERSON|14.0|ang
me wuar|PERSON|14.0|ang
wene le|ORG|14.0|ang
kar otrman|PERSON|14.0|ang
first|ORDINAL|14.0|ang
tomorrow|DATE|14.0|ang
friday|DATE|14.0|ang
suwie pliu kobię|PERSON|14.0|ang
le|ORG|14.0|ang
awek larżan e la ma de ma|PERSON|14.0|ang
luis|PERSON|14.0|ang
mamsel|ORG|14.0|ang
dorote adolf szydłowski|PERSON|14.0|ang
ekute|PERSON|14.0|ang
4|CARDINAL|14.0|ang
3|CARDINAL|14.0|ang
leszczyńska|PERSON|14.0|ang
domowicz|PERSON|14.0|ang
warsaw|GPE|14.0|ang
dekert|PERSON|14.0|ang
barciński|PERSON|14.0|ang
okuń|ORG|14.0|ang
sokołów|GPE|14.0|ang
ff|ORG|14.0|ang
chopin|PERSON|14.0|ang
this summer|DATE|15.0|ang
a month|DATE|15.0|ang
last year|DATE|15.0|ang
yesterday|DATE|15.0|ang
today|DATE|15.0|ang
all the days|DATE|15.0|ang
szafarnia|GPE|15.0|ang
two|CARDINAL|15.0|ang
primo|PERSON|15.0|ang
miss ludwika|PERSON|15.0|ang
obrów|GPE|15.0|ang
bożewska|PERSON|15.0|ang
tekla bożewska|PERSON|15.0|ang
secondly|ORDINAL|15.0|ang
the same day|DATE|15.0|ang
half|CARDINAL|15.0|ang
the larger half|CARDINAL|15.0|ang
about three|CARDINAL|15.0|ang
domus|PRODUCT|15.0|ang
agnieszka guzowska|PERSON|15.0|ang
agnieszka turowska-bąkiewna|PERSON|15.0|ang
jaśkowa|GPE|15.0|ang
maćkowa|ORG|15.0|ang
varsovian|PERSON|15.0|ang
second|ORDINAL|15.0|ang
a few hours|TIME|15.0|ang
agnieszka|PERSON|15.0|ang
dobrzynski|PERSON|15.0|ang
a beautiful night|TIME|15.0|ang
one|CARDINAL|15.0|ang
fryc|WORK_OF_ART|15.0|ang
3|CARDINAL|15.0|ang
4|CARDINAL|15.0|ang
first|ORDINAL|15.0|ang
tekla|PERSON|15.0|ang
dziewanowska|PERSON|15.0|ang
almost eleven o'clock|TIME|15.0|ang
frycowa|ORG|15.0|ang
only one|CARDINAL|15.0|ang
leon|PERSON|15.0|ang
wojtek|PERSON|15.0|ang
9|CARDINAL|15.0|ang
girl|PERSON|15.0|ang
three|CARDINAL|15.0|ang
fifth|ORDINAL|15.0|ang
tekla borzewska|PERSON|15.0|ang
szopę|PERSON|15.0|ang
marianna kuropatwianka|PERSON|15.0|ang
werona kuropatwianka|PERSON|15.0|ang
kaszubina|PERSON|15.0|ang
mme cachubina|PERSON|15.0|ang
mile pedrix|PERSON|15.0|ang
1|CARDINAL|15.0|ang
2|CARDINAL|15.0|ang
jaś|PERSON|15.0|ang
partridge puff|PERSON|15.0|ang
franecka|PERSON|15.0|ang
tomorrow|DATE|15.0|ang
turzno|ORG|15.0|ang
wednesday|DATE|15.0|ang
ludwika|PERSON|15.0|ang
week|DATE|15.0|ang
jewish|NORP|15.0|ang
hyrz|PERSON|15.0|ang
gołubie|ORG|15.0|ang
józefat|PERSON|15.0|ang
woycicki|PERSON|15.0|ang
nakazye|PERSON|15.0|ang
the chosen one see białobłocki|ORG|15.0|ang
krystyani|ORG|15.0|ang
almost every day|DATE|15.0|ang
moschel|ORG|15.0|ang
eight|CARDINAL|15.0|ang
f chopin|PERSON|15.0|ang
danish|NORP|15.0|ang
kobler|PERSON|15.0|ang
axbil dinger|PERSON|15.0|ang
kiobenhavn copenhagen|GPE|15.0|ang
żywn|PERSON|15.0|ang
ba|PERSON|15.0|ang
matusz|PERSON|15.0|ang
dibert|PERSON|15.0|ang
dekert|PERSON|15.0|ang
leszczyńska|PERSON|15.0|ang
\r\n|NORP|15.0|ang
pedrix un mal de nez|PERSON|15.0|ang
french|NORP|15.0|ang
partridge|PERSON|15.0|ang
un|ORG|15.0|ang
jasia|PERSON|16.0|ang
sévigné|PERSON|16.0|ang
szyller|GPE|16.0|ang
one|CARDINAL|16.0|ang
latin|LANGUAGE|16.0|ang
a tenth|CARDINAL|16.0|ang
jwp|ORG|16.0|ang
puławy|PERSON|16.0|ang
toruń|LANGUAGE|16.0|ang
four|CARDINAL|16.0|ang
sibyl|GPE|16.0|ang
copernicus|ORG|16.0|ang
dear jasiu|PERSON|16.0|ang
german|NORP|16.0|ang
czartoryska|PERSON|16.0|ang
dozens|CARDINAL|16.0|ang
adagiorum hiliades|PERSON|16.0|ang
horace|PERSON|16.0|ang
2|CARDINAL|16.0|ang
germans|NORP|16.0|ang
sandmaschine|PERSON|16.0|ang
gothic|ORG|16.0|ang
1231|DATE|16.0|ang
the year|DATE|16.0|ang
months|DATE|16.0|ang
weeks|DATE|16.0|ang
warsaw|GPE|16.0|ang
beloved jasiu|PERSON|16.0|ang
10 o'clock|TIME|16.0|ang
the 22nd|DATE|16.0|ang
twenty miles|QUANTITY|16.0|ang
f chopin|PERSON|16.0|ang
2 weeks|DATE|16.0|ang
1|CARDINAL|16.0|ang
alias|PERSON|16.0|ang
janek|PERSON|17.0|ang
early tomorrow|DATE|17.0|ang
sokołów|GPE|17.0|ang
this summer|DATE|17.0|ang
miss konstancja|PERSON|17.0|ang
ludwika|PERSON|17.0|ang
kiss your papa|WORK_OF_ART|17.0|ang
johnny|PERSON|17.0|ang
chopin|PERSON|17.0|ang
florentyna|PERSON|17.0|ang
miss ludwika|PERSON|17.0|ang
dear and lovely jasia!|WORK_OF_ART|18.0|ang
sokołów|GPE|18.0|ang
sunday|DATE|18.0|ang
many hundred|CARDINAL|18.0|ang
humls|ORG|18.0|ang
kalkbrenners|ORG|18.0|ang
pleiel|GPE|18.0|ang
hemerleyn|PERSON|18.0|ang
hoffmaystra|PERSON|18.0|ang
maciejewski|PERSON|18.0|ang
jasiński|PERSON|18.0|ang
matuszewski|PERSON|18.0|ang
koncewicz|GPE|18.0|ang
dziekoński|PERSON|18.0|ang
1|CARDINAL|18.0|ang
2|CARDINAL|18.0|ang
secondly|ORDINAL|18.0|ang
tekla czachowska's|PERSON|18.0|ang
juliusz czachowski|PERSON|18.0|ang
ciocia zuzia|PERSON|18.0|ang
ciocia ludwisia|PERSON|18.0|ang
ciocia izabelka|PERSON|18.0|ang
ciocia emilka|PERSON|18.0|ang
uncle frycio|PERSON|18.0|ang
warsaw|GPE|18.0|ang
the town hall|FAC|18.0|ang
university|ORG|18.0|ang
badra|PERSON|18.0|ang
kekszos dexelan|PERSON|18.0|ang
dobrzyń|PERSON|18.0|ang
jpan gordon|PERSON|18.0|ang
prague|GPE|18.0|ang
thursday|DATE|18.0|ang
4 o'clock|TIME|18.0|ang
dobr|PERSON|18.0|ang
ff|ORG|18.0|ang
chopin|PERSON|18.0|ang
wiłucka|PERSON|18.0|ang
miss konstancja|PERSON|18.0|ang
miss florentyna|PERSON|18.0|ang
płonny|ORG|18.0|ang
gulbins|PERSON|18.0|ang
ugoszcz|ORG|18.0|ang
dekert|PERSON|18.0|ang
bardziński|PERSON|18.0|ang
zywny|PERSON|18.0|ang
opitz|ORG|18.0|ang
latin|NORP|18.0|ang
french|NORP|18.0|ang
dear jasia|WORK_OF_ART|19.0|ang
jalek|PERSON|19.0|ang
jasiek|PERSON|19.0|ang
first|ORDINAL|19.0|ang
one day|DATE|19.0|ang
