id,osoba_od,osoba_do,miejsce_od,miejsce_do,data_start,data_stop,data_txt,name,txt,summary
689,['Fryderyk Chopin'],['Jan Matuszyński'],Wiedeń,Warszawa,1831-01-01,,"[Wiedeń, 1 stycznia 1831]",Do Jana Matuszyńskiego w Warszawie," Odebrałem Twój list z 22-go. Najlepszy Przyjacielu w świecie, masz, coś chciał . Nie wiem, co się ze mną dzieje. Kocham Was nad życie. Pisz do mnie. Tyś w wojsku! Ona, czy w Radomiu? Kopaliście wały? Biedni rodzice nasi. Moi przyjaciele co robią? U Was żyję. Umarłbym za Ciebie, za Was. Czemuż ja tak dzisiaj opuszczony? Czy to tylko wy macie być razem w tak okropnej chwili.  – Flet Twój będzie miał co jęczeć, ale niech się wprzódy pantalion wyjęczy . Piszesz, że wychodzicie. Jakże oddasz? Nie przesyłaj. Ostrożnie. Moi rodzice! Może by źle myślano. A dalibóg, to szczerość. Buzi mi daj. Do Paryża może za miesiąc wyjadę, jeżeli tam cicho będzie . Kochaj mnie zawsze tak jak dziś. Freyer Cię kocha; także ubolewa, że nie z Wami. Idę na obiad [do] Malfattiego. Jutro jestem u Steinkellera. Nie zbywa na rozrywce, ale chęci rozerwania się  –  jeszczem się w Wiedniu nie bawił . Dziś Nowy Rok, jakże go smutno zaczynam! Może go nie dokończę. Sciśnij mię. Ty idziesz na wojnę. Wróć pułkownikiem. Niech Wam się wiedzie. Czemuż nie mogę choć bębnić! Ch. ",
688,['Fryderyk Chopin'],['Jan Matuszyński'],Wiedeń,Warszawa,1831-01-01,1831-01-15,"[Wiedeń], w dzień Nowego Roku [1831]",Do Jana Matuszyńskiego w Warszawie," Wersja 1. Najdroższa istoto! Masz, coś chciał. Odebrałeś list? Oddałeś?... Żałuję dziś tego, com zrobił. Rzuciłem promyk nadziei tam, gdzie tylko same ciemności i rozpacz widzę. Może ona zadrwi, może zażartuje!... Może... Takie myśli przychodzą mi do głowy wtenczas, kiedy najweselej w moim pokoju rozprawiają twoi dawni koledzy: Rostkowski, Schuch, Freyer, Kijewski, Hubę itp. I ja się śmieję, śmieję się, a w duszy, właśnie kiedy to piszę, jakieś mię okropne dręczy przeczucie. Zdaje mi się, że to sen, że to odurzenie, że ja u was, a to mi się śni, co słyszę. Te głosy, do których dusza moja nie przyzwyczajona, żadnego innego wrażenia na mnie nie robią, tylko takie, jak owo turkotanie powozów na ulicy albo inny hałas obojętny. Twój głos albo Tytusa ocuciłby mię z tego martwego stanu odrętwiałości. Żyć, umrzeć  – dziś mi wszystko jedno się zdaje. Listu od Ciebie nie mam. Rodzicom powiedz, żem wesół, że mi niczego nie brak, że się bawię paradnie, że nigdy sam nie jestem. Jej to samo powiedz, jeżeli będzie drwiła. Jeżeli zaś nie, to jej powiedz, żeby była spokojną, że się wszędzie nudzę. Słaby jestem, nie piszę tego rodzicom. Każdy mię się pyta, co mi jest? Humoru nie mam; Hube mię pielęgnuje. Mam katar. Zresztą ty wiesz najlepiej, co mi jest! Biedni rodzice nasi! Moi przyjaciele co robią? Czemuż ja tak dzisiaj opuszczony, czy tylko wy macie być razem w tak okropnej chwili. Flet twój będzie miał co jęczeć, ale niech się wprzód fortepian wyjęczy. Do Paryża może za miesiąc wyjadę, jeżeli tam będzie cicho. Nie zbywa tu na rozrywkach, ale chęci rozerwania się jeszczem w Wiedniu nie doznał. Merk, pierwszy tutejszy wiolonczelista, obiecał mi swoją wiolonczelową wizytę.  – Dziś Nowy Rok; jakże go smutnie zaczynam. Uściskaj mię, kocham was nad życie  –  pisz jak najwięcej. Ona , czy w Radomiu? Kopaliście... Piszesz, że wychodzisz z pułkiem w pole, jakże więc oddasz bilecik? Nie przesyłaj  –  ostrożnie... może rodzice... może by źle sądzono! Jeszcze raz uściskaj mię... Ty idziesz na wojnę, wróć pułkownikiem. Niech wam... Czemuż nie mogę być z wami, czemuż nie mogę być doboszem!!! Przebacz za nieład w tym liście, ale piszę jak pijany. Twój Fryderyk. Wersja 2. Najdroższa Istoto! Masz, coś chciał. Odebrałeś list? Oddałeś? Żałuję dziś tego, com zrobił. Rzuciłem promyk nadziei tam, gdzie tylko same ciemności i rozpacz widzę. Może ona zadrwi, może zażartuje. Może!... Takie mi myśli przychodzą wtenczas, kiedy najweselej w moim pokoju rozprawiają twoi dawni koledzy: Rostkowski, Schuch, Freyer, Kiijewski, Hubę itd.  – ja się śmieję; śmieję się, a w duszy, właśnie kiedy to piszę, jakieś mię okropne dręczy przeczucie. Zdaje mi się, że to sen, że to odurzenie, że ja u Was, a to mi się śni, co słyszę, te głosy, do których dusza moja nieprzyzwyczajona, żadnego innego wrażenia na mnie nie robią, tylko takie jak owo turkotanie karet na ulicy albo inny hałas obojętny; Twój głos albo Tytusa ocuciłby mię z tego martwego stanu i obojętności. Żyć, umrzeć, dziś mi wszystko jedno się zdaje, listu od Ciebie nie mam! Rodzicom powiedz, żem wesół, że mi niczego nie brak, że się bawię paradnie, nigdy sam nie jestem. Jej to samo powiedz, jeżeli będzie drwiła.  –  Jeżeli zaś nie, to jej powiedz, żeby była spokojna, że się wszędzie nudzę. Słaby jestem, nie piszę tego rodzicom. Każdy mi się pyta, co mi jest. Humoru nie mam. Hube mię pielęgnuje. Mam katar. A ty wiesz zresztą, co mi jest. Wild śpiewak doskonały, nie Polkowski. Znam go blisko. Slavik paradny, grywamy często razem; jutro na obiedzie razem. Lewy, tutejszy pierwszy waltornista, także grywamy, bywa u mnie. Teraz Merk obiecał mi swoją wiolonczelową wizytę. Pieśni żadnej Tobie posłać nie mogę. Uściskaj kolegów. Magnusia ucałuj, Alfonsa (Brandta). Reinszmidka, Domusia, Wilusia. Do Marcelego piszę. Pisz do mnie, Jasiu! Kiedy my się nagadamy. Kocham Cię i Ty mnie kochaj. Tak piszę jak pijany. Adres: Jasiowi wierzę, nawet nie pieczętuję. Dzieci! Wszystkim znajomym, siostrze Twojej i ojcu. ",
690,['Fryderyk Chopin'],['Józef Elsner'],Wiedeń,Warszawa,1831-01-26,,"Wiedeń, 29 stycznia 1831 r.",Do Józefa Elsnera w Warszawie," Łaskawy Panie Elsner! Wstyd mię, że dobroć Pańska, której na odjezdnym tyle jeszcze odebrałem dowodów, i tym razem uprzedziła powinność moją: do mnie należało pisać do Pana zaraz po przybyciu moim do Wiednia. Alem się ociągał już to dlatego, żem był przekonany, iż rodzice nie omieszkają udzielać Panu nieciekawych wiadomości o mnie, już też, żem czekał, aby coś stanowczego względem siebie donieść. Od dnia jednak, w którym się dowiedziałem o wypadkach 29 listop., aż do tej chwili nie doczekałem się niczego, prócz niepokojącej obawy i tęsknoty; i Malfatti na próżno się stara mnie przekonać, że każdy artysta jest kosmopolitą. Choćby i tak było, to jako artysta jestem jeszcze w kolebce, a jako Polak trzeci krzyżyk zacząłem; mam więc nadzieję, że znając mnie, za złe mi Pan nie weźmiesz, iż dawniejsze uczucia biorą przewagę; żem dotychczas o układzie koncertu nie myślał. Ze wszech miar bowiem nierównie większe dzisiaj stoją mi na przeszkodzie trudności.  – Nie tylko że nieprzerwane pasmo niegodziwych fortepianowych koncertów, psując ten rodzaj muzyki, odstręcza tutejszą publiczność, ale nadto wszystko, co zaszło w Warszawie, zmieniło położenie moje może o tyle na niekorzystną stronę, o ile by w Paryżu mogło się do mojego dobra przyczynić. Mimo to jednak mam nadzieję, że wszystko zrobi się jakoś i jeszcze w karnawale dam słyszeć mój I-szy Koncert , faworyta Würfla. Poczciwy Würfel zawsze słaby, widuję go często; z przyjemnością zawsze o Panu wspomina.  –  Gdyby nie interesujące znajomości tutejszych pierwszych talentów, jako to Slavika, Merka, Bokleta itd., niewiele bym miał z czego korzystać. Opera wprawdzie dobra; Wild i Heinefetter zajmują publiczność tutejszą; szkoda tylko, że Duport mało nowych wystawia rzeczy i więcej na swoją kieszeń niż na operę uważa. Abbé Stadler ubolewa nad tym i powiada, że nie ten dziś Wiedeń, co za dawnych czasów. Drukuje on Psalmy swoje u Mechettego, dzieło, którem w manuskrypcie widział i admirował. Co się Pańskiego Kwartetu tycze, solennie obiecał mi Józef Czerny, iż na Ś-ty Józef będzie gotowy.  –  Mówił, iż nie mógł się nim dotychczas zatrudnić, bo wydawał dzieła Schuberta, których mnóstwo jeszcze czeka na prasę; to zapewne opóźni wyjście drugiego Pańskiego manuskryptu. Ile jednak dotychczas miarkować mogłem, Czerny nie jest jednym z bogatych tutejszych edytorów, a zatem nie może śmiało łożyć na takie dzieła, których u Sperla albo „Zum Römischen Kaiser"" grać nie można. Oni tu walce dziełami nazywają! a Straussa i Lannera, którzy do tańca im przygrywają, kapellmeistrami. Nie idzie jednakże za tym, żeby tu wszyscy tak sądzić mieli; i owszem, wszyscy się prawie z tego śmieją, ale mimo to walce tylko drukują. Mechetti, zdaje mi się, więcej entreprenant [1] , i z nim łatwo będzie o pańskich mszach traktować, bo zamyśla wydawać partytury znaczniejszych dzieł kościelnych. Jego buchalter grzeczny i światły Sas; wspomniałem mu o cudnych mszach pańskich i wcale nie był od tego, a on wszystkim w handlu rządzi. Dziś z Mechettim jestem na obiedzie, pomówię na serio i wkrótce Panu napiszę. Haslinger teraz ostatnią mszę Hummla wydaje. On tylko Hummlem żyje; ostatnie jednak rzeczy, za które drogo musiał mu zapłacić, niewiele mają pokupu. Dlatego opóźnia wszystkie manuskrypta i tylko Straussa drukuje. Tak jak dziś każda katarynka umie grać Straussa, może za parę miesięcy Nideckiego grać będzie; tylko w innym znaczeniu. Byłem z nim wczoraj u Steinkellera, który mu dał operę do napisania. Wiele na nią rachuje: w niej Schuster, ów sławny komik, wystąpi, a Nidecki może sobie imię zrobić. Mam nadzieję, że to Pana ucieszy. Odebrał on reskrypt od komisji, ale pieniędzy nie. Piszesz mi Pan o 2-gim moim Koncercie , którego Nidecki się uczył, było to z własnej jego woli. Wiedząc, iż przed odjazdem z Wiednia musiałby się dać poznać publicznie, miał dać koncert  –  a nie mając własnego, tylko ładne wariacje, prosił o mój manuskrypt. Ale się temu wszystkiemu już zapobiegło, już nie jako wirtuoz, ale jako kompozytor wystąpi. Zapewne sam Panu o tym doniesie. Postaram się, by jego uwerturę zagrano na moim koncercie. Będzie Pan miał z nas pociechę! (jeżeli nie wstyd, bo tu Aloys Schmidt, pianista z Frankfurtu, bardzo po nosie oberwał, chociaż ma 40 lat przeszło, a 80-letnią muzykę komponuje). Łączę winny szacunek dla całego domu, proszę przyjąć zapewnienie uwielbienia, z jakim na zawsze zostaję pańskim wdzięcznym i przywiązanym uczniem FF. Chopin. Znajomym i kolegom ukłony. [1] Entreprenant (fr.) – przedsiębiorczy. ",
687,['Fryderyk Chopin'],,Wiedeń,,1831-04-01,1831-04-30,Wiedeń 1830,Z Albumu-dziennika Fryderyka Chopina," Już dzienniki i afisze ogłosiły mój koncert za dwa dni dać się mający, a jak gdyby nigdy być nie miał, tak mnie to mało obchodzi. Nie słyszę [nad tym poprawka: ucham] komplimentów, które mi się coraz głupszemi [poprawka: y zam. e] wydają  – [kilka wyrazów skreślonych]  –  chce mi się śmierci  – i znów chciałbym rodziców widzieć. Jej obraz przed moimi oczyma [nad tym poprawka: ami]  – zdaje mi się, że jej nie kocham, a przecież z głowy nie wychodzi. Wszystko, com dotychczas widział za granicą, zdaje mi się stare, nieznośne i tylko mi wzdychać każe do domu, do tych błogich godzin, których cenić nie umiałem. To, co dawniej wielkim mi się zdawało, dzisiaj zwyczajnym, a to, co dawniej zwyczajnym, dzisiaj niepodobnym  – nadzwyczajnym  – za wielkim  – za wysokim.  – Tu ludzie nie moi, dobrzy, ale [przekreślone: niesamoistnie dobrzy] dobrzy ze zwyczaju, czynią wszystko zbyt porządnie  – [dwa wyrazy skreślone]  – płasko  – miernie [skreślone: A to to], co mię dobija.  –  Mierności czuć bym nawet nie chciał. n- [?] 
   ",
691,['Fryderyk Chopin'],,Wiedeń,,1831-05-01,,"1 maja 1831, Wiedeń",Z Albumu-dziennika Fryderyka Chopina," Dziwno mi, smutno mi  – rady sobie nie wiem  –  czemuż ja sam! Dziś było ślicznie na Praterze  – mnóstwo osób nie obchodzących mnie wcale, zieloność uwielbiałem, zapach wiosenny  – ta niewinność w naturze przypomniała mi dziecinne uczucia moje. Na burzę się zebrało, wróciłem, burzy nie było, tylko mnie smutek ogarnął  – dlaczego? Ani muzyka dzisiaj mnie nie cieszy  – już późno w noc, a spać mi się nie chce; nie wiem, czego mi brak  –  a już 3-ci krzyżyk zacząłem. 
   ",
692,['Fryderyk Chopin'],['Justyna Chopin'],Wiedeń,Warszawa,1831-05-14,,"Wiedeń, 14 maja 1831 r.",Do rodziny w Warszawie," Najukochańsi Rodzice i Siostry moje! Ten tydzień musiałem ścisłą dietę na listy zachować. Wytłomaczyłem sobie, że na przyszły dostanę, i czekam spokojnie, bo spodziewam się, żeście zdrowi, tak na wsi, jako i w mieście. Co do mnie, zdrów jestem i czuję, że w nieszczęściu wielką to jest osłodą.  – Żeby też nie moje nadspodziewanie dobre zdrowie, nie wiem, co bym tu robił. Może to malfattowskie zupki wlewały w moje żyły jakiś balsam niszczący wszelką do choroby ochotę? Jeżeli tak, to żałuję, że te nasze periodyczne uczty skończyły się zeszłej soboty: Malfatti bowiem wyjechał na wieś z dziećmi.  –  Nie uwierzycie, jak on ładne miejsce zamieszkuje; dziś tydzień byłem u niego z Hummlem. Oprowadzając nas po swojej siedzibie, piękności jej stopniowo pokazywał, a gdyśmy weszli na sam wierzchołek góry, ani się złazić nie chciało. Dwór zaszczyca go co rok wizytą, sąsiaduje zaś z księżną Anhalt, która zapewne zazdrości mu ogrodu. Z jednej strony widać Wiedeń pod nogami, tak że się zdaje, iż z Schönbrunnem złączony; z drugiej wysokie góry, a porozsiewane na nich wioski i klasztory każą zapomnieć o przepychu i zgiełku gwarliwego miasta. Byłem też wczoraj z Kandlerem w cesarskiej bibliotece. Trzeba wam wiedzieć, żem się od dawna zbierał zwiedzić najbogatszy może tutaj zbiór starych muzycznych rękopisów, ale do tego nigdy nie przyszło. Nie wiem, czy biblioteka bonońska w większym i systematyczniejszym porządku jest utrzymaną; lecz wystawcie sobie moje zdziwienie, gdy pomiędzy nowszymi rękopisami widzę książkę w futerale z napisem Chopin . Coś to dosyć grubego i w ładnej oprawie. Myślę sobie, nigdym jeszcze o innym Chopinie nie słyszał. Był jeden Champin  –  a więc myślałem, że to może jego nazwisko przekręcone lub coś podobnego. Wyjmuję, patrzę, moja ręka: a to Haslinger rękopism moich Wariacji oddał do Biblioteki. Myślę sobie: „D[urnie], macie co chować.” W przeszłą niedzielę miał być wielki fajerwerk, lecz się nie udał z powodu deszczu. Szczególna rzecz, iż zawsze prawie w dzień fajerwerkowy musi być niepogoda. Przytoczę Wam w tym względzie anegdotkę: Pewien jegomość miał śliczny frak brązowy, lecz wiele razy go wziął na siebie, tyle razy deszcz padał. Chociaż rzadko się w niego ubierał, prawie nigdy w suchym fraku nie wracał do domu. Idzie tedy do krawca, opowiada mu o tym i pyta, co by w tym była za przyczyna? Krawiec zdziwił się, począł trząść głową; ale prosi owego pana, żeby mu ten frak dla wypróbowania na parę dni zostawił, bo nie mógł ręczyć, czyli fatalizm ten do kapelusza, butów lub kamizelki nie jest czasem przywiązany. Ale gdzie tam; krawiec wziął frak na siebie, wyszedł na ulicę, a deszcz jak lunie  – musiał nieborak, chcąc wrócić do domu, nająć fiakra, gdyż zapomniał wziąć ze sobą parasola albo (podobniejsze do prawdy, jak wielu twierdzi) że krawcowa wyszła z parasolem na kawę do swojej kuzynki czy przyjaciółki. Jakimkolwiek bądź sposobem się to stało, krawiec zmókł i frak był wilgotny; trzeba było czekać, aż wyschnie, bo inaczej nie byłby suchym. Poczekawszy, przychodzi krawcowi rozum do głowy rozpruć frak i zobaczyć, czy tam czasem nie ma jakiego kaduka, co by chmury sprowadzał. Wielka myśl! Pruje rękawy  – nie ma nic. Pruje poły  – nie ma nic. Pruje piersi  –  i cóż? Oto między klejonką znajduje kawał fajerwerkowego afisza! Dorozumiał się wszystkiego; wyjął afisz i odtąd frak już więcej nie mókł! Darujcie mi, że nic pocieszającego o sobie donieść nie mogę; może też później pocieszę Was jeszcze; niczego więcej nie pragnę, jak waszym życzeniom odpowiedzieć; dotychczas nie mogłem. ",
693,['Fryderyk Chopin'],['Václav Hanka'],Wiedeń,Praga,1831-05-15,,"Wiedeń, dn. 15 maja 1831 r.",Do Wacława Hanki w Pradze," Wielmożny Mości Dobr[odzieju]! Pan profesor W. A. Maciejowski miły na mnie włożył obowiązek przypomnienia JWPanu Dobr. o owym pakieciku, który miał odebrać na ręce Pana Romualda Hube. Ponieważ Pan Romuald stanął już w domu, przeto upraszam łaski WPana Dobr., abyś raczył ów pakiecik albo wprost do Pana Maciejowskiego, albo też na moje ręce do Wiednia, Kohlmark[t] Nro 1151, 3 Stock, odesłać, nb. przed 1-szym miesiąca czerwca, jeżeli być może, bo to jest kres, do którego w Wiedniu bawić zamyślam. Skoro tylko odbiorę, nie omieszkam natychmiast przesłać profesorowi oczekującemu z upragnieniem materiałów do przedsięwziętej pracy. Daruj WPan Dobr., jeżeli go moim pismem utrudzam, ale z radością chwyciłem zarazem sposobność zapewnienia WPana Dobr. o wysokim szacunku, z jakim zostaję prawdziwym i uniżonym sługą FF. Chopin. ",
694,['Fryderyk Chopin'],['Justyna Chopin'],Wiedeń,Warszawa,1831-05-28,,"Wiedeń, 28 maja 1831",Do rodziny w Warszawie," Wracam z poczty, ale nic nie przyszło. We środę odebrałem list od pani Jarockiej z przypiskiem kochanego Papeczki, który atoli skąpo literek tak dla mnie drogich kreślił. Widzę jednakże z tego, że w domu zdrowo. Co się tyczę Marcelego i Jasia, zaklinam ich, ażeby do mnie napisali, kiedy tacy niegodziwcy, że się ich o parę liter doprosić nie mogę! Taki zły jestem, że listy ich, nie rozpieczętowawszy nawet, odesłałbym im na powrót. Będą mi się tłomaczyć brakiem czasu, a ja mam czas co tydzień takie do was listy duże pisać? Oj, ten czas, jak on leci!  – już koniec maja, a ja jeszcze w Wiedniu; zacznie się czerwiec, a ja jeszcze tutaj będę siedzieć, albowiem Kumelski recydywy dostał i znów biedak leży. Widzę, że na nudny list zakrawam, ale nie myślcie, ażeby to miało być skutkiem jakiegoś chorobliwego usposobienia, owszem, zdrów jestem i bawię się doskonale. Dzisiaj wstawszy rano grałem do godziny drugiej, po czym wyszedłem na obiad, gdzie zastałem poczciwego Kandlera, który mi, jak wiecie, przyrzekł listy do Cherubiniego i Paëra.  –  Po odwiedzeniu chorego mam zamiar udać się do teatru, albowiem będzie tam koncert i na nim dadzą się słyszeć: Herz, ów Żydek, skrzypek, co to na koncercie panny Sonntag o mały włos u nas w Warszawie nie był wyświstany, i Döhler, fortepianista grający kompozycje Czernego. Na końcu zaś koncertu ma grać Herz własne Wariacje na polskie motywa. Biedne polskie motywa! ani się spodziewacie, jakimi majufesami was naszpikują nazywając to dla przywabienia publiczności polską muzyką. Brońże tu potem tej polskiej muzyki, wydaj się ze zdaniem o niej, a wezmą cię za wariata, tym bardziej że Czerny, owa wiedeńska wyrocznia w fabrykowaniu wszelkich muzykalnych przysmaków, żadnego jeszcze polskiego tematu nie wariował. Wczoraj po obiedzie poszedłem razem z Thalbergiem do ewangelickiego kościoła, gdzie Hesse, młody organista z Wrocławia, popisywał się przed dobraną wiedeńską publicznością; byli tam same cymesy, zacząwszy od Stadlera, Kiesewettera, Mosela, Seyfrieda, Gyrowetza itp., a skończywszy na kościelnym portierze. Ma talent chłopisko, umie obchodzić się z organami. Zostawił mi Hesse kartkę do swego sztambuchu, ale nie wiem, co mu wpisać  – nie staje mi konceptu.  –  We środę u Bayerów bawiłem z Slavikiem do 2-giej po północy. Jest to jeden z tutejszych artystów, z którego mam pociechę i z którym mam zażyłość. Grał wtenczas jak drugi Paganini, ale Paganini odmłodzony, co przesadzi z czasem pierwszego. Nie uwierzyłbym, gdybym go często nie słuchał; tylko żałuję, ach żałuję, że go Tytus nie poznał. I on oniemi słuchającego, każe płakać ludziom; co więcej, każe płakać tygrysom! bo książę G. i Iskr. rozczuleni odjechali. Co się też z wami dzieje?!... Śnicie mi się a śnicie! Będzież koniec rozlewu krwi? Wiem, co mi chcecie powiedzieć: „Cierpliwości!” Tym się też pocieszam. We czwartek był wieczór u Fuchsa, gdzie Limmer, jeden z tutejszych lepszych artystów, popisywał się ze swoimi kompozycjami na 4 wiolonczele. Merk swoim zwyczajem wdzięczniejszymi je uczynił, aniżeli są w istocie. Siedziało się do 12-tej, albowiem przyszła ochota Merkowi grać ze mną swoje Wariacje . Merk mi mówi, że lubi ze mną grać, ja z nim także lubię, więc musimy się razem dobrze wydawać. Jest to pierwszy wiolonczelista, którego z bliska uwielbiam; nie wiem, jak mi się Norblin spodoba; tylko nie zapomnijcie o liście do niego. ",
695,['Fryderyk Chopin'],['Justyna Chopin'],Wiedeń,Warszawa,1831-06-25,,"Wiedeń, 25 czerwca 1831",Do rodziny w Warszawie," Zdrów jestem, i to jedno mię pociesza, bo mój wyjazd dziwnie się nie szykuje. Nic podobnego nie doświadczyłem jeszcze. Wiecie, jak niezdecydowany jestem, a tu przeszkody na każdym kroku. Paszport co dzień mi obiecują i co dzień od Annasza do Kaifasza drepczę dla odebrania tego, com w depozycie policji zostawił. Dziś jeszcze nowej dowiedziałem się rzeczy  – że mój paszport tak gdzieś zarzucono, że go nie tylko nie odszukają, ale potrzeba, ażebym podał prośbę o wydanie mi nowego. Dziwne nas wszystkich dzisiaj napotykają koleje; chociaż jestem gotów wyjechać, przecież nie mogę. Usłuchałem rady Bayera, każę sobie podpisać paszport do Anglii, lecz pojadę do Paryża. Malfatti daje mi list do swego dobrego przyjaciela, Paëra. Kandler pisał już o mnie do muzykalnej lipskiej gazety. Wczoraj wróciłem do domu o 12-tej, był to bowiem Św. Jan, a więc Malfattiego imieniny. Mechetti zrobił mu niespodziankę, a zatem Wild, Cicimara, panny: Emmering, Lutzer, i moja godność sprawiliśmy mu muzykę nie lada. Lepiej wykonanego kwartetu z Mojżesza nie słyszałem jeszcze; ale Oh quante lagrime panna Gładkowska nierównie lepiej na moim pożegnalnym koncercie w Warszawie śpiewała. Wild był przy głosie; ja to sprawiałem urząd niby kapellmeistra. [Dopisek] Cicimara mówił, że nie ma w Wiedniu nikogo, co by tak akompaniował, jak ja. Pomyślałem sobie: Wiem o tym doskonale. (Cicho!) Ogromna moc obcych słuchaczów przysłuchiwała się na tarasie temu koncertowi.  –  Księżyc świecił prześlicznie, fontanny biły, cudna woń z wystawionej oranżerii napełniała atmosferę, jednym słowem: noc najpyszniejsza, miejsce najrozkoszniejsze. Nie wystawicie sobie, jaka ładna budowa salonu, w którym śpiewano; ogromne okna, rozwarte od dołu do góry, wychodzą na taras, z którego cały Wiedeń widzieć można; zwierciadeł pełno, a światła mało. Przytykający na lewo gabinet podłużnego przysionka nadawał jakąś ogromną rozległość całemu apartamentowi. Szczerość i uprzejmość gospodarza, elegancja, dobry byt, wesołe towarzystwo, dowcip tamże panujący i wyborna kolacja zatrzymały nas bardzo długo, dopiero około północy wsiedliśmy do powozów i rozjechaliśmy się do domów. Z wydatkami trzymam się, jak mogę, każdy krajcar tak chowam jak ów pierścień w Warszawie. Możecie go sprzedać, jak będziecie chcieli; już i tak Was dosyć kosztuję, na moje nieszczęście. Onegdaj z Kumelskim i Czapkiem, który jest codziennym moim gościem i największe oznaki przyjaźni mi okazuje, do tego stopnia, że się ofiarował dać pieniędzy na drogę, gdybym potrzebował, byliśmy na Leopoldsbergu i na Kahlenbergu. Dzień był cudny. Piękniejszego spaceru nigdy jeszcze nie miałem. Z Leopoldsbergu widać cały Wiedeń, Wagram, Aspern, Presburg, klasztor Neuburg, zamek, gdzie Ryszard Lwie Serce siedział uwięziony  – i całą wyższą część Dunaju. Po śniadaniu udaliśmy się na Kahlenberg, gdzie król Sobieski miał obóz (z niego posyłam Izabeli listek).  –  Jest tam kościół, dawniej kamedułów, w którym syna swego Jakuba przed uderzeniem na Turków na rycerza pasował i sam do mszy św. służył. Stamtąd ku wieczorowi udaliśmy się do Krapfenwaldu, dolinki bardzo przyjemnej, gdzieśmy dziwny ulicznikowski obyczaj widzieli. Chłopaki stroją się w liście od stóp do głów i w takim kostiumie, niby chodzących i tańczących krzaków, łażą od jednego do drugiego gościa. Taki bęben, cały liściami zakryty, z gałęziami na głowie, nazywa się Pfingstkönig . Ma to być obchód Zielonych Świątek. Oryginalne głupstwo! Także przed paru dniami byłem u Fuchsa na wieczorze; pokazywał mi swój zbiór 400 autografów, pomiędzy którymi już moje Rondo na 2 fortepiany oprawne siedzi. Było tam kilka osób dla poznania mnie. Fuchs darował mi arkusz pisma Beethovena. Wasz list ostatni mocno mię ucieszył, bo to wszyscy najmilsi na jednym świstku. Więc całuję zań nóżki i rączki, jakich tu w całym Wiedniu nie ma. ",
696,['Mikołaj Chopin'],['Fryderyk Chopin'],Warszawa,Monachium,1831-06-29,,"Warszawa, 29 czerwca 1831",Mikołaj Chopin do Fr. Chopina w Monachium," Moje drogie dziecko. Otrzymałem przed chwilą list, który p. Scholtz był łaskaw osobiście mi doręczyć. Ucieszyłem się bardzo, że Twoje zdrowie nie będzie Ci przeszkodą w wyjeździe, i życzę z całego serca, by Ci je niebo nadal zachowało. Ponieważ z listów Twoich wnoszę, żeś już naruszył pieniądze przeznaczone na dalszą podróż, przesyłam Ci przy niniejszym mały zasiłek, raczej wedle naszych możliwości niż wedle naszych chęci. Wspominasz, że podjąłeś od p. Steina 450 zł reńskich, co wynosi 1800 zł polskich. Dodaję do tego 1200 zł, co razem wyniesie 3000 zł polskich. Otrzymasz więc w ten sposób trzysta złotych reńskich bez żadnych kosztów, wpłaciłem bowiem całą sumę w rublach srebrnych, a nawet 223 zł polskie na pokrycie kosztów bankowych, według obliczeń p. Scholtza, który mnie zapewnił, że trudno jest przesyłać pieniądze za granicę. Tak więc, moje drogie dziecko, ponieważ Twoje zasoby nie są wielkie, staraj się nie bawić długo w Monachium, aby tam nie wydać tej trochy, którą rozporządzasz. Liczę na Twoją przezorność. Donieś nam możliwie jak najprędzej, czy będziesz mógł odwiedzić Romana i czy masz znajomych tam, gdzie teraz przebywasz. Bardzo się cieszę, że p. Kumelski odbywa tę podróż razem z Tobą, przynajmniej nie jesteś tak samotny. Oszczędzaj jak tylko możesz, serce mi krwawi, że więcej dla Ciebie zrobić nie mogę. Ściskam Cię z całego serca. Ch. ",
